E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	E26	E27	E28	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E44	E45	E46	E47	E48	E49	E50	E51	E52	E53	E54	E55	E56	E57	E58	E59	E60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	EQ	SQ	accuracy	gender	age
1	1	2	3	2	3	1	3	3	2	3	2	2	4	1	4	4	4	2	3	3	3	3	3	2	3	3	3	3	2	4	2	1	1	3	3	1	2	3	2	1	3	1	2	4	1	3	2	1	1	3	3	3	3	2	3	2	3	3	2	1	1	2	3	2	3	1	3	3	2	3	2	2	4	1	4	4	4	2	3	3	3	3	3	2	3	3	3	3	2	4	2	1	1	3	3	1	2	3	2	1	3	1	2	4	1	3	2	1	1	3	3	3	3	2	3	2	3	3	2	41	12	98	2	49
4	1	3	2	3	4	3	4	3	4	1	1	4	1	3	3	2	2	2	4	4	3	1	2	3	2	3	3	4	4	3	1	3	4	1	4	3	1	3	2	2	2	1	4	2	4	3	2	1	4	2	1	1	1	3	1	1	3	4	3	4	1	3	2	3	4	3	4	3	4	1	1	4	1	3	3	2	2	2	4	4	3	1	2	3	2	3	3	4	4	3	1	3	4	1	4	3	1	3	2	2	2	1	4	2	4	3	2	1	4	2	1	1	1	3	1	1	3	4	3	33	45	90	1	18
3	3	3	2	3	3	1	3	3	3	2	1	2	3	1	2	2	2	3	4	1	3	3	2	3	4	3	2	2	3	1	1	2	1	3	3	2	2	3	2	2	3	2	4	1	3	3	1	2	2	3	2	2	3	2	2	3	3	4	3	3	3	3	2	3	3	1	3	3	3	2	1	2	3	1	2	2	2	3	4	1	3	3	2	3	4	3	2	2	3	1	1	2	1	3	3	2	2	3	2	2	3	2	4	1	3	3	1	2	2	3	2	2	3	2	2	3	3	4	3	21	25	80	2	23
1	2	2	2	3	2	1	4	3	4	2	2	2	4	1	3	3	2	1	3	3	4	4	1	1	2	4	4	1	1	2	2	2	1	2	3	1	4	3	1	1	3	2	1	4	3	2	1	2	2	3	2	3	2	3	1	1	3	3	2	1	2	2	2	3	2	1	4	3	4	2	2	2	4	1	3	3	2	1	3	3	4	4	1	1	2	4	4	1	1	2	2	2	1	2	3	1	4	3	1	1	3	2	1	4	3	2	1	2	2	3	2	3	2	3	1	1	3	3	2	38	22	95	1	35
3	1	4	1	3	2	1	3	2	4	2	1	2	1	2	4	2	2	3	4	3	3	1	2	4	1	3	4	1	2	2	1	4	2	2	2	3	4	3	3	3	2	2	3	3	4	4	3	3	3	2	2	3	4	4	3	2	3	3	3	3	1	4	1	3	2	1	3	2	4	2	1	2	1	2	4	2	2	3	4	3	3	1	2	4	1	3	4	1	2	2	1	4	2	2	2	3	4	3	3	3	2	2	3	3	4	4	3	3	3	2	2	3	4	4	3	2	3	3	3	24	34	92	2	25
2	3	4	3	1	4	1	3	4	4	4	4	4	4	4	3	4	4	1	1	2	4	3	3	2	2	1	4	1	2	4	4	1	1	3	4	1	3	3	4	1	4	4	1	4	4	3	1	1	2	4	4	4	3	1	3	4	3	4	4	2	3	4	3	1	4	1	3	4	4	4	4	4	4	4	3	4	4	1	1	2	4	3	3	2	2	1	4	1	2	4	4	1	1	3	4	1	3	3	4	1	4	4	1	4	4	3	1	1	2	4	4	4	3	1	3	4	3	4	4	60	8	90	2	44
2	1	4	2	4	2	3	3	1	3	2	3	4	1	1	4	3	1	3	1	1	4	1	1	1	1	4	4	2	1	3	1	2	3	4	1	1	4	4	1	1	4	1	4	4	1	4	1	3	1	1	4	4	4	3	4	4	3	4	4	2	1	4	2	4	2	3	3	1	3	2	3	4	1	1	4	3	1	3	1	1	4	1	1	1	1	4	4	2	1	3	1	2	3	4	1	1	4	4	1	1	4	1	4	4	1	4	1	3	1	1	4	4	4	3	4	4	3	4	4	11	31	95	1	44
4	1	2	3	2	3	3	4	4	4	1	1	4	1	4	2	2	1	3	4	1	3	2	1	3	1	2	2	3	3	1	1	4	4	2	2	4	4	2	1	4	3	1	4	2	2	1	3	3	4	1	4	3	3	3	2	1	4	3	3	4	1	2	3	2	3	3	4	4	4	1	1	4	1	4	2	2	1	3	4	1	3	2	1	3	1	2	2	3	3	1	1	4	4	2	2	4	4	2	1	4	3	1	4	2	2	1	3	3	4	1	4	3	3	3	2	1	4	3	3	28	55	9	1	18
1	2	4	4	3	4	3	3	2	3	1	3	3	3	2	4	2	2	1	3	4	2	3	1	3	2	2	3	3	3	3	1	3	2	2	1	2	2	4	2	2	2	2	2	1	1	3	1	2	3	2	2	3	3	4	2	3	1	2	3	1	2	4	4	3	4	3	3	2	3	1	3	3	3	2	4	2	2	1	3	4	2	3	1	3	2	2	3	3	3	3	1	3	2	2	1	2	2	4	2	2	2	2	2	1	1	3	1	2	3	2	2	3	3	4	2	3	1	2	3	20	29	70	1	28
2	2	3	2	2	1	1	4	2	3	1	4	3	2	2	3	1	1	2	4	1	4	2	1	3	3	1	2	1	3	2	2	4	1	3	2	4	3	2	2	2	3	2	4	1	1	1	2	2	2	3	2	2	2	2	3	1	3	4	3	2	2	3	2	2	1	1	4	2	3	1	4	3	2	2	3	1	1	2	4	1	4	2	1	3	3	1	2	1	3	2	2	4	1	3	2	4	3	2	2	2	3	2	4	1	1	1	2	2	2	3	2	2	2	2	3	1	3	4	3	55	29	90	2	52
3	2	3	1	4	3	1	3	3	4	2	2	3	2	3	3	2	1	4	4	4	2	2	1	4	3	3	3	1	4	1	1	2	2	2	3	2	2	3	3	3	2	2	4	3	2	2	3	4	3	2	2	3	3	3	1	2	4	4	2	3	2	3	1	4	3	1	3	3	4	2	2	3	2	3	3	2	1	4	4	4	2	2	1	4	3	3	3	1	4	1	1	2	2	2	3	2	2	3	3	3	2	2	4	3	2	2	3	4	3	2	2	3	3	3	1	2	4	4	2	32	40	85	2	26
3	3	3	1	3	2	2	3	2	3	2	2	3	3	3	3	3	2	2	3	3	3	3	2	2	2	3	3	3	3	2	2	2	3	2	3	3	3	3	2	2	3	2	4	3	3	3	2	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	1	3	2	2	3	2	3	2	2	3	3	3	3	3	2	2	3	3	3	3	2	2	2	3	3	3	3	2	2	2	3	2	3	3	3	3	2	2	3	2	4	3	3	3	2	3	3	3	2	2	2	2	2	2	3	3	3	33	25	90	1	39
3	2	3	1	2	2	2	4	2	4	1	3	3	2	3	3	3	2	3	4	1	4	0	1	2	1	0	3	3	4	1	2	3	3	2	4	4	1	3	2	3	2	3	4	2	4	2	3	4	2	2	1	4	4	4	2	0	3	4	1	3	2	3	1	2	2	2	4	2	4	1	3	3	2	3	3	3	2	3	4	1	4	0	1	2	1	0	3	3	4	1	2	3	3	2	4	4	1	3	2	3	2	3	4	2	4	2	3	4	2	2	1	4	4	4	2	0	3	4	1	37	43	95	1	19
1	1	2	1	1	4	1	4	4	2	4	2	2	2	2	3	3	2	2	0	3	2	4	2	1	4	3	4	1	2	3	2	2	2	2	3	1	2	3	2	1	4	2	2	3	3	2	1	1	3	4	2	1	3	1	3	4	4	3	3	1	1	2	1	1	4	1	4	4	2	4	2	2	2	2	3	3	2	2	0	3	2	4	2	1	4	3	4	1	2	3	2	2	2	2	3	1	2	3	2	1	4	2	2	3	3	2	1	1	3	4	2	1	3	1	3	4	4	3	3	48	8	85	2	23
2	3	3	2	1	3	2	3	3	4	2	2	3	2	3	3	2	1	3	1	4	4	2	2	2	3	3	4	1	2	2	1	2	3	2	3	1	4	3	2	2	3	2	4	4	4	3	2	2	4	4	2	3	3	3	3	2	3	4	2	2	3	3	2	1	3	2	3	3	4	2	2	3	2	3	3	2	1	3	1	4	4	2	2	2	3	3	4	1	2	2	1	2	3	2	3	1	4	3	2	2	3	2	4	4	4	3	2	2	4	4	2	3	3	3	3	2	3	4	2	41	22	65	2	22
2	2	3	3	2	3	1	2	3	3	2	2	2	2	2	3	3	2	3	2	3	3	2	2	2	2	2	3	3	2	2	2	2	3	2	2	2	3	3	2	3	2	2	3	3	4	2	3	3	3	3	1	4	1	3	2	2	3	4	2	2	2	3	3	2	3	1	2	3	3	2	2	2	2	2	3	3	2	3	2	3	3	2	2	2	2	2	3	3	2	2	2	2	3	2	2	2	3	3	2	3	2	2	3	3	4	2	3	3	3	3	1	4	1	3	2	2	3	4	2	47	25	97	1	26
2	1	1	3	1	4	1	1	2	3	3	2	2	3	2	2	3	3	3	2	3	2	2	1	2	2	3	3	2	3	2	2	1	3	3	2	2	2	2	2	2	3	1	3	1	3	2	2	3	4	2	2	3	2	3	3	3	3	3	2	2	1	1	3	1	4	1	1	2	3	3	2	2	3	2	2	3	3	3	2	3	2	2	1	2	2	3	3	2	3	2	2	1	3	3	2	2	2	2	2	2	3	1	3	1	3	2	2	3	4	2	2	3	2	3	3	3	3	3	2	43	23	80	1	39
1	1	3	4	4	4	4	4	2	2	1	1	4	1	3	4	1	1	4	4	3	3	1	1	4	2	3	2	2	2	1	1	4	2	1	1	4	2	4	2	3	1	1	2	1	1	4	4	3	2	1	3	4	2	4	2	1	4	4	1	1	1	3	4	4	4	4	4	2	2	1	1	4	1	3	4	1	1	4	4	3	3	1	1	4	2	3	2	2	2	1	1	4	2	1	1	4	2	4	2	3	1	1	2	1	1	4	4	3	2	1	3	4	2	4	2	1	4	4	1	16	58	75	1	33
4	1	4	3	3	1	1	2	1	4	3	2	3	2	3	4	4	1	2	2	1	4	4	1	4	2	4	4	1	4	1	1	1	2	1	1	3	3	4	4	4	3	2	3	3	3	2	3	3	1	3	3	3	3	3	1	2	3	3	3	4	1	4	3	3	1	1	2	1	4	3	2	3	2	3	4	4	1	2	2	1	4	4	1	4	2	4	4	1	4	1	1	1	2	1	1	3	3	4	4	4	3	2	3	3	3	2	3	3	1	3	3	3	3	3	1	2	3	3	3	8	36	80	2	17
2	1	2	1	2	3	1	3	4	2	3	2	2	2	2	3	3	2	2	2	3	2	3	2	2	3	3	4	1	2	3	2	2	2	3	3	2	2	3	2	1	3	3	2	3	3	2	2	2	3	3	2	2	3	2	3	3	3	3	2	2	1	2	1	2	3	1	3	4	2	3	2	2	2	2	3	3	2	2	2	3	2	3	2	2	3	3	4	1	2	3	2	2	2	3	3	2	2	3	2	1	3	3	2	3	3	2	2	2	3	3	2	2	3	2	3	3	3	3	2	40	7	95	2	23
1	1	2	4	1	2	1	4	1	1	4	1	4	1	1	4	4	4	1	1	1	4	4	4	1	4	4	4	1	1	4	1	1	2	4	3	1	4	4	1	1	4	4	1	4	4	1	1	1	2	4	2	1	2	1	4	4	1	4	4	1	1	2	4	1	2	1	4	1	1	4	1	4	1	1	4	4	4	1	1	1	4	4	4	1	4	4	4	1	1	4	1	1	2	4	3	1	4	4	1	1	4	4	1	4	4	1	1	1	2	4	2	1	2	1	4	4	1	4	4	37	11	90	2	18
3	3	3	3	3	3	3	2	3	3	2	2	3	2	3	3	3	3	2	3	1	3	2	3	2	2	3	3	1	2	2	2	3	3	2	3	3	4	2	3	3	3	1	3	3	2	4	3	3	2	2	3	1	2	2	3	2	3	2	3	3	3	3	3	3	3	3	2	3	3	2	2	3	2	3	3	3	3	2	3	1	3	2	3	2	2	3	3	1	2	2	2	3	3	2	3	3	4	2	3	3	3	1	3	3	2	4	3	3	2	2	3	1	2	2	3	2	3	2	3	38	25	85	1	56
3	1	2	2	4	4	4	3	3	2	1	1	2	1	2	2	3	1	1	4	3	4	3	1	3	1	4	4	3	2	1	2	4	4	3	3	2	3	4	2	2	4	2	2	4	2	2	1	4	2	3	3	2	3	2	2	2	3	1	4	3	1	2	2	4	4	4	3	3	2	1	1	2	1	2	2	3	1	1	4	3	4	3	1	3	1	4	4	3	2	1	2	4	4	3	3	2	3	4	2	2	4	2	2	4	2	2	1	4	2	3	3	2	3	2	2	2	3	1	4	31	32	99	1	21
2	1	2	1	3	1	1	1	2	1	1	1	4	1	4	3	1	1	2	3	2	4	2	2	1	1	3	4	1	2	3	1	3	2	2	1	3	4	1	3	2	2	1	4	4	4	2	1	4	3	4	1	4	1	1	3	2	4	2	4	2	1	2	1	3	1	1	1	2	1	1	1	4	1	4	3	1	1	2	3	2	4	2	2	1	1	3	4	1	2	3	1	3	2	2	1	3	4	1	3	2	2	1	4	4	4	2	1	4	3	4	1	4	1	1	3	2	4	2	4	26	32	100	2	18
2	2	2	3	3	3	3	4	1	2	2	3	4	3	2	2	2	2	3	4	2	2	2	2	2	2	2	1	1	2	3	2	4	2	2	3	3	2	4	2	3	1	2	2	1	3	3	2	2	3	1	2	3	2	3	2	2	4	3	2	2	2	2	3	3	3	3	4	1	2	2	3	4	3	2	2	2	2	3	4	2	2	2	2	2	2	2	1	1	2	3	2	4	2	2	3	3	2	4	2	3	1	2	2	1	3	3	2	2	3	1	2	3	2	3	2	2	4	3	2	23	33	65	1	20
1	1	2	1	4	2	1	1	2	3	2	2	3	1	3	3	3	1	1	4	4	2	2	1	4	1	4	4	1	1	3	1	4	1	1	3	4	4	4	1	3	4	4	3	1	4	3	2	3	1	1	3	1	1	3	1	2	4	3	4	1	1	2	1	4	2	1	1	2	3	2	2	3	1	3	3	3	1	1	4	4	2	2	1	4	1	4	4	1	1	3	1	4	1	1	3	4	4	4	1	3	4	4	3	1	4	3	2	3	1	1	3	1	1	3	1	2	4	3	4	36	39	90	1	67
3	2	2	2	2	3	1	2	4	2	3	3	3	3	1	3	2	3	2	3	2	3	3	3	2	2	3	3	2	2	3	2	2	2	2	2	3	4	4	4	2	2	2	2	2	4	3	3	2	4	2	4	4	2	3	3	2	2	3	2	3	2	2	2	2	3	1	2	4	2	3	3	3	3	1	3	2	3	2	3	2	3	3	3	2	2	3	3	2	2	3	2	2	2	2	2	3	4	4	4	2	2	2	2	2	4	3	3	2	4	2	4	4	2	3	3	2	2	3	2	28	16	95	2	41
2	1	3	2	4	2	2	2	3	3	2	1	4	2	3	3	2	2	3	4	3	3	2	1	2	2	3	2	2	3	1	3	2	3	2	3	3	1	3	2	3	3	2	3	2	3	1	3	4	3	2	2	3	2	3	1	2	3	4	2	2	1	3	2	4	2	2	2	3	3	2	1	4	2	3	3	2	2	3	4	3	3	2	1	2	2	3	2	2	3	1	3	2	3	2	3	3	1	3	2	3	3	2	3	2	3	1	3	4	3	2	2	3	2	3	1	2	3	4	2	22	41	75	1	19
4	1	2	4	2	2	2	2	2	3	2	3	3	3	2	3	2	2	4	3	3	3	3	3	2	2	2	2	1	3	2	1	2	2	2	2	2	2	2	3	2	3	3	4	4	3	3	2	2	2	2	1	3	1	2	3	3	4	3	2	4	1	2	4	2	2	2	2	2	3	2	3	3	3	2	3	2	2	4	3	3	3	3	3	2	2	2	2	1	3	2	1	2	2	2	2	2	2	2	3	2	3	3	4	4	3	3	2	2	2	2	1	3	1	2	3	3	4	3	2	43	24	95	1	27
2	1	3	3	4	4	1	3	1	3	2	1	4	1	4	4	1	1	4	3	1	4	1	1	1	2	2	1	4	2	4	2	4	4	1	1	3	2	4	1	2	1	1	4	1	1	3	1	3	1	4	2	1	4	2	1	2	2	1	3	2	1	3	3	4	4	1	3	1	3	2	1	4	1	4	4	1	1	4	3	1	4	1	1	1	2	2	1	4	2	4	2	4	4	1	1	3	2	4	1	2	1	1	4	1	1	3	1	3	1	4	2	1	4	2	1	2	2	1	3	8	45	100	1	20
2	2	3	3	2	4	1	3	3	2	2	1	2	4	3	2	3	3	3	3	4	2	3	1	4	3	4	2	4	3	1	3	2	4	3	3	3	2	4	1	3	3	3	4	2	2	2	3	4	2	2	1	3	1	3	1	2	3	3	3	2	2	3	3	2	4	1	3	3	2	2	1	2	4	3	2	3	3	3	3	4	2	3	1	4	3	4	2	4	3	1	3	2	4	3	3	3	2	4	1	3	3	3	4	2	2	2	3	4	2	2	1	3	1	3	1	2	3	3	3	23	36	85	1	32
2	2	3	2	2	3	2	3	3	3	2	2	3	2	2	3	3	2	2	3	3	3	3	2	3	2	3	3	2	2	2	3	2	2	2	3	2	3	2	2	2	3	2	2	3	2	2	2	3	2	3	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	3	3	3	2	2	3	2	2	3	3	2	2	3	3	3	3	2	3	2	3	3	2	2	2	3	2	2	2	3	2	3	2	2	2	3	2	2	3	2	2	2	3	2	3	3	2	2	2	2	2	2	3	2	42	16	100	2	51
2	1	3	2	4	4	4	4	4	3	2	2	2	2	1	3	2	1	1	1	4	1	1	2	4	3	4	2	1	3	1	2	3	1	2	4	2	4	4	4	1	4	2	4	3	3	2	1	3	1	4	2	1	1	3	4	3	3	4	3	2	1	3	2	4	4	4	4	4	3	2	2	2	2	1	3	2	1	1	1	4	1	1	2	4	3	4	2	1	3	1	2	3	1	2	4	2	4	4	4	1	4	2	4	3	3	2	1	3	1	4	2	1	1	3	4	3	3	4	3	56	25	70	1	21
2	1	1	2	3	2	1	2	2	4	3	3	2	1	3	2	3	2	4	4	4	2	2	2	2	2	4	3	1	2	2	1	3	2	2	2	1	4	2	3	1	3	1	4	3	2	2	2	2	1	3	2	3	1	2	2	2	3	3	2	2	1	1	2	3	2	1	2	2	4	3	3	2	1	3	2	3	2	4	4	4	2	2	2	2	2	4	3	1	2	2	1	3	2	2	2	1	4	2	3	1	3	1	4	3	2	2	2	2	1	3	2	3	1	2	2	2	3	3	2	33	24	100	2	33
3	2	3	2	3	4	1	2	4	3	3	1	3	1	4	3	2	2	3	2	3	4	2	1	3	2	3	3	1	3	1	2	1	2	2	4	3	4	3	2	2	2	1	3	4	4	2	2	2	2	2	3	3	4	3	2	2	4	4	3	3	2	3	2	3	4	1	2	4	3	3	1	3	1	4	3	2	2	3	2	3	4	2	1	3	2	3	3	1	3	1	2	1	2	2	4	3	4	3	2	2	2	1	3	4	4	2	2	2	2	2	3	3	4	3	2	2	4	4	3	63	29	90	2	23
3	2	2	2	2	1	2	1	2	3	1	3	4	4	2	3	2	2	2	4	2	1	2	1	4	2	2	3	2	2	2	1	2	4	4	3	2	1	3	1	2	1	2	4	1	3	1	2	3	3	3	1	3	1	3	1	1	4	4	1	3	2	2	2	2	1	2	1	2	3	1	3	4	4	2	3	2	2	2	4	2	1	2	1	4	2	2	3	2	2	2	1	2	4	4	3	2	1	3	1	2	1	2	4	1	3	1	2	3	3	3	1	3	1	3	1	1	4	4	1	62	39	100	2	49
2	1	3	2	1	3	1	1	4	2	3	3	3	1	3	3	2	1	1	1	3	3	2	2	3	3	3	3	1	2	3	1	1	1	2	2	3	1	3	3	2	3	2	3	4	4	3	1	2	4	3	3	3	3	3	3	2	3	2	3	2	1	3	2	1	3	1	1	4	2	3	3	3	1	3	3	2	1	1	1	3	3	2	2	3	3	3	3	1	2	3	1	1	1	2	2	3	1	3	3	2	3	2	3	4	4	3	1	2	4	3	3	3	3	3	3	2	3	2	3	45	18	80	2	24
3	1	2	2	4	3	2	2	2	3	1	3	3	1	1	4	4	1	4	4	1	1	2	1	4	3	2	3	1	2	3	1	4	1	2	3	2	3	4	3	2	2	1	4	4	2	3	2	2	2	2	4	4	4	2	2	2	4	3	2	3	1	2	2	4	3	2	2	2	3	1	3	3	1	1	4	4	1	4	4	1	1	2	1	4	3	2	3	1	2	3	1	4	1	2	3	2	3	4	3	2	2	1	4	4	2	3	2	2	2	2	4	4	4	2	2	2	4	3	2	33	32	90	2	27
3	1	3	3	2	2	2	3	3	4	3	4	3	2	2	4	3	1	3	4	1	3	3	1	2	2	2	2	2	3	4	1	3	2	2	1	2	2	4	4	2	2	2	4	3	2	3	1	2	2	4	3	4	2	4	3	2	2	3	1	3	1	3	3	2	2	2	3	3	4	3	4	3	2	2	4	3	1	3	4	1	3	3	1	2	2	2	2	2	3	4	1	3	2	2	1	2	2	4	4	2	2	2	4	3	2	3	1	2	2	4	3	4	2	4	3	2	2	3	1	28	29	95	2	64
2	1	2	2	3	3	4	2	2	3	2	2	4	1	2	3	3	2	2	4	2	3	3	2	2	3	3	3	2	2	3	1	3	3	3	3	2	3	2	2	2	3	2	1	3	2	2	2	2	2	2	2	3	1	2	3	1	3	3	1	2	1	2	2	3	3	4	2	2	3	2	2	4	1	2	3	3	2	2	4	2	3	3	2	2	3	3	3	2	2	3	1	3	3	3	3	2	3	2	2	2	3	2	1	3	2	2	2	2	2	2	2	3	1	2	3	1	3	3	1	54	23	90	1	33
4	1	1	1	3	2	3	2	1	1	2	1	4	1	4	4	4	1	4	4	4	3	1	1	4	1	3	2	1	4	1	1	4	4	1	1	4	4	4	1	4	3	3	4	4	4	1	3	3	3	1	1	4	1	3	2	1	2	4	2	4	1	1	1	3	2	3	2	1	1	2	1	4	1	4	4	4	1	4	4	4	3	1	1	4	1	3	2	1	4	1	1	4	4	1	1	4	4	4	1	4	3	3	4	4	4	1	3	3	3	1	1	4	1	3	2	1	2	4	2	22	58	95	2	27
2	1	2	4	2	2	2	3	3	2	2	2	3	3	3	2	1	3	2	2	4	3	2	2	2	3	4	4	4	2	3	3	2	3	2	2	3	4	3	2	1	4	3	4	4	2	3	2	1	3	4	2	3	1	2	4	3	4	3	4	2	1	2	4	2	2	2	3	3	2	2	2	3	3	3	2	1	3	2	2	4	3	2	2	2	3	4	4	4	2	3	3	2	3	2	2	3	4	3	2	1	4	3	4	4	2	3	2	1	3	4	2	3	1	2	4	3	4	3	4	32	18	85	1	32
4	2	3	3	3	1	4	2	2	3	2	2	4	2	4	1	4	1	2	3	3	2	2	1	4	1	4	2	4	1	2	1	3	3	3	3	3	4	1	2	3	2	1	3	2	3	2	3	3	3	2	2	3	2	4	1	3	4	2	2	4	2	3	3	3	1	4	2	2	3	2	2	4	2	4	1	4	1	2	3	3	2	2	1	4	1	4	2	4	1	2	1	3	3	3	3	3	4	1	2	3	2	1	3	2	3	2	3	3	3	2	2	3	2	4	1	3	4	2	2	28	48	85	2	16
2	2	3	1	1	3	2	2	4	4	3	3	2	2	1	2	1	3	1	1	1	3	4	2	1	4	4	4	1	2	2	4	1	2	1	3	1	3	3	3	1	3	4	3	3	4	4	1	3	4	4	2	1	1	1	3	3	3	3	3	2	2	3	1	1	3	2	2	4	4	3	3	2	2	1	2	1	3	1	1	1	3	4	2	1	4	4	4	1	2	2	4	1	2	1	3	1	3	3	3	1	3	4	3	3	4	4	1	3	4	4	2	1	1	1	3	3	3	3	3	54	6	85	2	19
3	2	3	1	2	2	2	1	3	3	2	2	2	3	4	3	3	1	4	3	1	3	3	1	3	2	3	3	1	3	2	1	1	2	2	2	2	4	2	2	2	3	3	4	2	4	2	3	2	3	2	3	4	3	3	3	3	4	3	1	3	2	3	1	2	2	2	1	3	3	2	2	2	3	4	3	3	1	4	3	1	3	3	1	3	2	3	3	1	3	2	1	1	2	2	2	2	4	2	2	2	3	3	4	2	4	2	3	2	3	2	3	4	3	3	3	3	4	3	1	40	31	90	2	29
2	1	3	2	2	3	1	3	2	2	3	3	3	3	3	2	2	2	2	3	2	3	3	2	3	3	1	3	3	2	2	2	2	1	2	2	2	3	4	2	3	2	2	4	3	2	1	2	2	3	3	1	3	1	3	2	2	2	3	2	2	1	3	2	2	3	1	3	2	2	3	3	3	3	3	2	2	2	2	3	2	3	3	2	3	3	1	3	3	2	2	2	2	1	2	2	2	3	4	2	3	2	2	4	3	2	1	2	2	3	3	1	3	1	3	2	2	2	3	2	50	20	90	2	33
3	2	3	4	3	1	3	4	3	4	3	2	3	3	4	3	2	2	2	1	1	2	3	1	2	1	3	1	1	2	1	1	3	1	3	3	3	4	2	1	3	3	3	2	2	3	2	2	2	4	3	2	4	3	4	2	1	4	4	1	3	2	3	4	3	1	3	4	3	4	3	2	3	3	4	3	2	2	2	1	1	2	3	1	2	1	3	1	1	2	1	1	3	1	3	3	3	4	2	1	3	3	3	2	2	3	2	2	2	4	3	2	4	3	4	2	1	4	4	1	38	37	85	2	42
3	2	1	1	1	1	1	3	3	4	2	2	4	3	4	3	3	2	1	2	4	1	2	2	3	1	1	3	1	1	2	2	2	2	2	3	4	1	3	1	3	2	3	3	3	3	1	4	3	2	2	2	4	2	4	2	2	4	4	2	3	2	1	1	1	1	1	3	3	4	2	2	4	3	4	3	3	2	1	2	4	1	2	2	3	1	1	3	1	1	2	2	2	2	2	3	4	1	3	1	3	2	3	3	3	3	1	4	3	2	2	2	4	2	4	2	2	4	4	2	57	37	75	2	28
1	4	2	3	2	4	2	3	1	1	4	1	1	1	1	1	3	3	1	1	1	1	4	3	4	4	1	4	1	4	1	3	1	1	3	3	1	4	4	4	1	4	4	4	4	1	1	2	3	3	4	1	1	2	1	3	4	3	1	4	1	4	2	3	2	4	2	3	1	1	4	1	1	1	1	1	3	3	1	1	1	1	4	3	4	4	1	4	1	4	1	3	1	1	3	3	1	4	4	4	1	4	4	4	4	1	1	2	3	3	4	1	1	2	1	3	4	3	1	4	59	12	100	2	32
4	1	4	1	2	4	3	1	1	3	1	1	4	1	4	2	1	1	3	4	1	1	2	1	1	2	2	4	1	2	2	1	4	3	3	1	3	4	4	2	3	2	3	4	2	4	1	4	2	3	1	1	4	1	3	2	1	4	4	2	4	1	4	1	2	4	3	1	1	3	1	1	4	1	4	2	1	1	3	4	1	1	2	1	1	2	2	4	1	2	2	1	4	3	3	1	3	4	4	2	3	2	3	4	2	4	1	4	2	3	1	1	4	1	3	2	1	4	4	2	64	43	100	1	20
4	1	3	2	4	1	3	1	1	1	1	1	4	3	4	4	1	2	3	4	3	3	2	1	2	2	3	1	3	4	1	1	4	3	2	1	4	4	4	2	3	2	1	4	2	4	1	4	3	3	2	4	3	3	4	1	1	2	3	2	4	1	3	2	4	1	3	1	1	1	1	1	4	3	4	4	1	2	3	4	3	3	2	1	2	2	3	1	3	4	1	1	4	3	2	1	4	4	4	2	3	2	1	4	2	4	1	4	3	3	2	4	3	3	4	1	1	2	3	2	21	57	80	2	15
4	1	3	2	4	2	3	3	2	4	1	4	4	4	4	4	2	1	4	4	3	3	1	1	4	1	1	1	4	4	3	4	4	4	1	2	4	1	3	1	4	2	1	4	2	3	3	4	4	4	1	3	3	4	4	1	1	4	4	3	4	1	3	2	4	2	3	3	2	4	1	4	4	4	4	4	2	1	4	4	3	3	1	1	4	1	1	1	4	4	3	4	4	4	1	2	4	1	3	1	4	2	1	4	2	3	3	4	4	4	1	3	3	4	4	1	1	4	4	3	47	64	95	1	37
4	3	3	3	2	2	3	2	2	2	3	2	3	3	2	3	3	2	3	3	3	4	1	4	3	2	2	4	3	3	3	3	3	2	2	2	2	2	3	2	3	3	2	4	1	1	3	2	2	2	2	2	2	2	2	3	3	2	3	3	4	3	3	3	2	2	3	2	2	2	3	2	3	3	2	3	3	2	3	3	3	4	1	4	3	2	2	4	3	3	3	3	3	2	2	2	2	2	3	2	3	3	2	4	1	1	3	2	2	2	2	2	2	2	2	3	3	2	3	3	25	27	75	1	37
1	1	2	4	2	1	3	2	3	4	2	2	3	2	2	1	2	2	4	4	1	3	2	1	3	3	1	3	3	4	3	1	3	2	1	4	2	2	2	3	3	2	1	4	4	2	3	1	2	1	4	4	3	4	1	2	4	3	4	2	1	1	2	4	2	1	3	2	3	4	2	2	3	2	2	1	2	2	4	4	1	3	2	1	3	3	1	3	3	4	3	1	3	2	1	4	2	2	2	3	3	2	1	4	4	2	3	1	2	1	4	4	3	4	1	2	4	3	4	2	66	34	93	1	19
