Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
2	2	2	2	4	2	2	2	4	1	2	2	TT
1	2	2	3	1	3	2	1	1	1	1	1	GB
1	3	3	3	1	1	3	1	1	2	3	1	US
1	3	4	1	2	3	2	2	1	2	1	2	US
4	3	3	4	4	3	2	3	3	4	3	3	US
1	2	4	3	3	2	1	3	1	2	1	3	IE
1	1	4	4	4	4	2	4	4	4	3	2	US
1	2	3	1	4	4	2	3	1	3	4	2	CA
1	1	4	2	4	4	2	2	1	1	2	1	US
4	1	2	1	1	3	3	4	3	2	3	3	US
4	2	4	2	4	4	2	4	4	2	3	1	PR
4	1	4	4	2	4	1	3	4	2	4	4	GB
1	2	2	1	2	2	2	2	1	1	2	1	US
3	4	3	3	3	4	3	4	3	4	4	3	CA
2	2	4	1	4	4	2	2	4	2	2	2	US
4	1	2	2	1	4	2	2	4	2	3	1	US
1	3	1	4	2	3	1	1	4	3	3	1	US
3	2	1	4	2	3	2	4	4	2	3	4	AU
3	3	4	3	1	3	2	1	4	2	1	4	DE
2	1	2	1	4	3	2	2	3	4	3	1	US
2	2	1	3	2	3	2	4	2	4	3	3	US
2	4	3	2	1	2	2	3	2	1	3	1	NO
4	2	1	2	4	3	2	4	4	2	2	2	GB
1	2	1	1	1	1	2	1	1	2	3	1	ZA
4	4	4	4	2	4	4	4	4	4	4	2	NZ
4	3	4	2	2	2	2	3	4	2	2	4	US
1	2	4	3	1	1	4	1	1	1	1	3	GB
2	1	3	4	2	3	4	4	3	2	2	2	US
1	1	4	2	1	1	2	2	1	1	4	2	US
4	1	3	2	3	4	3	4	3	4	4	4	US
3	2	2	2	2	3	2	3	1	2	3	1	IE
1	2	1	1	1	1	2	1	1	2	2	1	US
2	1	4	2	4	3	4	4	4	1	4	2	US
1	3	1	1	2	3	2	4	4	2	1	1	PH
1	2	4	3	1	1	2	1	1	1	1	3	GB
2	1	4	2	2	2	3	2	1	2	2	4	CA
1	2	1	1	1	1	4	3	1	3	1	1	MY
4	3	3	4	4	3	1	4	4	4	4	2	US
4	2	4	4	3	3	2	4	1	4	2	4	US
3	1	4	4	2	3	4	4	3	3	3	3	US
4	1	4	2	2	4	4	3	4	4	4	2	US
4	1	1	4	3	4	2	2	1	2	4	1	US
4	3	1	4	2	4	4	4	4	2	4	2	US
4	3	4	2	1	2	1	1	1	3	1	1	HU
1	3	1	4	1	3	1	1	4	3	3	1	US
4	2	4	1	2	2	2	2	1	3	4	1	GB
2	3	3	3	1	4	3	1	3	2	1	2	US
1	2	3	1	2	3	2	2	4	2	2	2	GB
1	1	4	1	2	4	2	4	4	2	2	2	US
1	4	4	3	4	4	2	2	1	4	4	3	ME
1	3	1	2	1	4	2	2	1	2	2	2	CA
3	4	4	2	2	1	4	3	4	2	1	1	GB
1	2	2	3	3	4	2	3	1	2	3	3	GB
1	3	3	4	2	3	3	4	4	2	2	2	AU
3	4	4	2	3	2	1	2	1	1	1	3	NL
1	3	2	1	4	3	2	2	4	4	2	2	US
3	3	4	3	2	3	2	2	1	3	1	1	US
4	1	4	2	2	4	4	3	4	4	4	2	US
4	1	4	2	2	2	4	2	1	4	2	2	US
1	2	4	3	3	1	4	3	1	3	1	3	US
1	3	3	3	1	1	2	2	1	2	1	1	AU
1	2	2	3	3	2	2	3	1	2	3	3	GB
1	2	3	1	4	2	4	2	4	2	2	2	GB
1	3	1	2	4	1	2	1	4	2	4	2	US
2	1	3	1	2	3	3	2	4	1	2	2	US
1	1	1	3	1	1	1	3	1	3	2	2	CA
3	3	4	3	2	3	2	2	1	3	1	1	US
3	1	4	3	2	3	1	2	4	3	3	3	GB
1	2	1	1	1	1	2	1	1	2	1	1	ZA
1	3	3	1	3	1	4	3	1	1	1	3	US
1	2	3	1	1	3	2	1	1	2	2	1	CA
1	1	1	3	4	4	4	4	4	4	1	3	IN
4	3	1	4	4	4	4	4	3	4	4	4	US
4	3	3	4	4	4	4	3	3	1	3	1	US
4	1	2	3	2	3	4	4	4	4	3	2	IE
1	2	1	1	1	1	2	3	1	3	3	3	AU
4	4	4	4	4	3	4	4	4	4	4	2	AU
1	3	4	4	4	4	2	3	1	2	4	1	US
1	2	2	2	2	3	4	4	4	2	4	2	US
2	1	2	1	2	4	2	4	1	4	2	2	US
1	4	4	2	1	4	1	1	1	2	4	4	US
2	2	2	1	4	3	2	2	4	4	2	2	US
4	4	4	4	4	3	4	4	4	4	4	3	AU
3	3	4	3	3	1	3	1	3	4	3	3	US
1	1	1	4	2	4	4	4	4	4	4	2	US
3	1	3	3	3	3	3	2	3	2	4	3	US
3	2	2	4	2	3	3	2	3	2	3	1	US
1	2	1	1	4	1	4	4	1	4	2	2	US
1	1	4	1	1	3	4	1	3	4	2	4	US
1	2	2	2	1	1	2	1	1	1	2	1	US
1	1	2	4	2	1	4	3	3	3	4	3	US
1	3	1	2	2	1	4	3	4	3	4	2	IN
1	2	3	4	1	2	1	1	1	1	1	1	US
3	1	4	3	2	3	4	4	3	4	4	4	US
4	3	4	2	1	4	2	3	2	2	4	1	US
4	3	1	1	4	3	2	4	4	2	3	2	US
3	3	3	3	3	1	3	1	3	3	1	3	US
2	2	2	1	4	3	2	1	2	2	2	1	CA
2	1	1	2	2	3	2	2	4	2	2	2	US
1	4	4	4	2	4	4	4	4	4	4	2	US
1	2	2	4	4	3	2	3	4	1	4	4	US
3	1	4	2	4	3	1	2	2	2	3	2	US
3	3	1	3	3	1	4	3	4	3	4	3	US
4	1	3	2	2	4	2	4	3	2	4	1	US
1	2	3	4	1	3	3	4	1	1	2	3	US
3	3	2	1	1	1	1	3	4	3	3	3	US
2	1	4	2	2	4	2	2	4	4	3	2	US
1	3	1	3	1	3	4	2	1	2	1	1	US
4	3	4	4	3	4	2	4	3	4	4	2	SG
4	2	4	3	1	2	2	1	1	1	4	3	US
1	3	1	4	1	1	2	1	1	2	1	1	US
4	2	1	1	2	4	2	2	2	2	2	2	JP
4	1	4	4	2	3	2	3	2	2	4	4	US
4	3	1	4	2	4	4	4	4	4	4	2	US
4	2	4	1	4	2	2	2	4	2	2	2	US
3	4	4	2	2	1	1	3	4	1	3	2	US
2	1	4	2	2	3	2	3	2	1	3	1	US
1	3	1	1	1	3	1	1	1	3	1	3	MX
2	2	4	2	4	4	1	4	1	4	4	2	US
1	3	2	1	4	1	1	1	1	4	1	2	US
3	1	4	4	2	1	4	4	3	1	3	3	US
1	3	1	3	3	3	1	1	1	3	3	1	US
3	2	3	2	1	1	2	2	4	2	1	1	US
2	1	2	1	4	3	3	3	4	2	1	2	GB
1	2	2	1	2	3	2	4	1	2	2	3	US
3	3	4	4	4	4	3	3	3	2	3	4	US
4	3	4	2	2	4	4	4	2	2	4	2	US
1	3	4	2	1	1	1	2	1	2	4	2	US
1	2	1	1	1	3	1	1	1	2	1	1	US
1	4	4	2	2	1	2	1	1	3	2	2	US
2	1	2	1	2	2	2	2	2	2	3	2	US
3	1	2	2	2	4	3	3	3	1	3	1	US
2	1	4	1	2	4	4	4	4	4	4	2	US
2	2	4	2	2	3	3	2	4	4	2	2	US
4	3	4	4	4	4	2	4	4	4	4	2	SG
4	3	1	4	2	4	4	4	4	2	4	2	US
4	1	4	1	2	4	2	4	4	2	4	2	US
2	3	3	2	3	2	3	2	1	2	3	3	CA
1	3	4	1	1	1	1	3	1	2	1	1	US
3	3	1	3	1	4	2	3	3	4	2	4	US
4	2	1	4	4	4	2	4	4	4	4	4	US
3	3	1	3	1	1	2	3	4	4	1	1	GB
2	1	2	2	2	3	1	3	4	2	3	1	US
4	2	3	1	3	4	2	1	1	1	3	1	US
1	3	1	1	2	1	1	1	1	3	1	2	US
1	2	1	1	1	1	2	1	1	2	3	1	AU
4	4	3	4	3	4	4	4	3	4	4	4	US
3	3	4	4	3	1	1	3	1	4	2	2	US
1	1	3	1	2	4	2	4	2	3	2	2	MK
3	2	2	3	3	2	3	4	3	1	1	4	US
4	1	2	2	2	4	2	4	4	4	4	2	US
2	1	4	2	2	2	2	3	4	2	2	2	US
1	1	4	1	2	3	4	3	4	1	2	4	US
1	1	4	2	4	4	2	2	1	1	3	1	US
2	3	4	4	4	4	2	2	4	4	2	4	US
4	2	4	2	1	1	1	2	2	1	1	1	US
2	2	3	3	3	2	3	2	1	2	2	3	US
1	3	1	3	2	2	1	2	1	3	1	2	US
3	3	4	4	3	4	2	4	4	2	4	1	US
2	2	4	1	4	2	2	3	1	1	1	1	US
2	1	4	3	4	3	1	2	1	4	2	4	US
3	1	4	2	3	4	2	2	4	2	2	3	VE
4	1	2	4	2	4	1	4	4	4	4	2	US
1	2	4	2	4	2	2	2	1	2	3	2	AU
4	1	4	2	4	4	3	4	3	4	3	4	US
1	3	4	3	3	3	3	3	1	2	2	3	US
4	2	2	4	4	3	2	4	1	2	4	4	US
4	3	1	3	3	1	2	1	3	4	3	4	US
4	1	4	2	2	3	4	2	4	2	4	2	AU
4	2	2	1	2	2	2	4	4	4	2	2	US
3	3	3	1	2	3	4	4	4	2	3	1	US
4	3	4	4	4	4	2	4	4	2	2	2	US
1	1	2	1	4	2	2	2	1	2	2	1	US
1	3	4	4	4	3	4	4	1	1	3	3	US
1	3	3	3	2	3	1	1	1	1	1	4	US
3	2	2	3	3	1	3	3	1	2	1	3	US
1	3	1	1	4	3	1	3	1	2	1	1	CA
4	2	4	4	3	4	2	3	3	3	2	3	CA
1	4	4	4	3	1	1	2	1	2	4	1	AU
1	3	4	1	1	1	1	1	4	2	1	1	US
1	2	4	1	2	4	1	4	1	4	4	2	US
4	2	1	4	4	4	2	4	3	4	4	4	US
2	3	4	3	3	2	3	3	4	1	3	4	US
1	2	1	2	2	4	2	4	1	1	3	4	US
1	2	4	1	4	3	1	1	4	1	3	4	US
4	2	4	4	3	4	2	4	3	2	4	1	NZ
4	1	3	2	4	4	3	3	4	1	2	2	AU
1	3	4	4	4	3	2	3	1	1	4	1	AU
1	3	4	1	2	1	1	3	4	4	1	1	US
2	4	4	2	4	4	3	2	4	4	2	2	US
1	2	1	4	1	1	1	4	1	1	3	1	BR
1	2	1	4	4	2	1	3	1	4	2	3	ES
1	3	1	2	1	3	4	3	1	2	1	2	GB
4	3	1	1	2	4	1	2	4	3	4	2	US
4	2	1	4	2	1	2	1	4	2	2	3	US
3	3	4	3	3	3	3	2	3	4	1	1	US
1	1	1	4	2	4	1	4	4	4	4	2	US
4	2	4	2	2	4	4	2	1	2	2	2	AU
1	3	1	1	2	2	1	2	1	3	1	1	US
1	1	1	1	1	1	2	1	1	2	2	2	US
3	3	3	3	2	1	4	3	4	3	4	3	CA
1	4	2	3	4	1	1	3	1	1	1	1	ID
1	1	1	2	2	3	3	3	2	4	3	2	AU
3	3	1	1	3	4	3	2	3	4	2	2	US
2	3	4	1	2	3	1	4	4	4	3	1	US
4	2	4	4	1	4	1	3	1	4	4	2	US
1	1	4	1	2	2	2	2	4	2	2	2	GB
4	1	2	1	2	1	2	4	4	1	2	2	US
4	3	3	3	1	1	4	1	1	4	1	3	PH
3	2	3	3	3	1	4	3	4	2	4	3	US
4	2	4	1	2	4	2	2	4	4	2	2	AU
4	1	4	4	3	4	4	3	4	4	4	4	US
3	3	4	4	3	3	4	3	4	4	3	2	US
3	3	4	4	3	4	2	4	3	4	4	3	US
3	1	3	1	1	1	2	1	1	1	1	1	US
3	3	1	3	2	3	1	2	1	2	4	1	US
1	3	1	4	3	4	1	4	1	4	4	3	US
4	2	3	2	2	2	4	2	1	4	3	1	US
2	2	2	2	1	3	2	4	4	2	3	1	US
3	2	2	4	3	4	2	4	1	2	3	1	US
4	2	4	1	2	4	2	2	4	4	2	2	AU
4	3	4	1	4	3	1	4	2	2	3	4	US
3	3	4	2	4	1	3	4	4	2	3	4	CA
3	1	1	3	3	3	3	1	3	1	3	4	US
4	3	2	4	2	4	2	4	4	4	4	1	US
4	2	3	4	4	4	2	3	4	2	3	2	AU
3	4	4	2	2	3	4	4	4	4	4	1	US
1	3	1	1	1	1	1	1	1	1	1	1	US
4	1	1	2	2	3	4	3	4	2	4	2	US
3	1	2	3	1	3	1	1	1	2	3	3	US
1	3	3	1	2	3	1	1	1	2	1	1	US
1	3	1	1	2	1	2	4	1	2	2	3	US
2	1	4	2	3	1	1	2	1	3	2	4	BR
3	3	1	3	4	1	2	2	1	2	2	3	US
1	2	4	3	2	2	4	4	1	3	4	3	US
4	3	2	4	4	2	2	4	3	2	4	4	US
1	3	3	1	3	3	3	1	1	2	1	1	US
4	4	2	2	2	4	4	4	4	2	4	2	US
4	2	4	2	1	1	2	3	1	1	3	2	RO
1	3	3	3	1	3	3	1	1	2	1	4	US
3	3	3	2	1	2	2	3	4	2	3	1	US
4	3	1	1	2	4	4	4	4	2	4	2	US
1	3	1	3	2	3	4	1	4	2	2	1	US
1	1	2	2	2	4	1	3	1	4	4	2	CA
4	1	4	2	2	4	4	4	1	4	3	3	US
3	1	4	2	2	3	4	2	4	4	2	2	US
4	1	3	4	1	4	4	4	1	2	4	4	US
1	2	2	1	4	2	3	1	1	2	1	1	US
1	2	4	1	4	4	2	1	1	4	4	1	US
3	3	4	4	2	3	2	4	3	4	4	2	PR
3	2	3	4	4	4	2	4	3	2	3	1	US
4	1	3	2	4	4	4	4	3	1	3	4	US
1	3	1	4	1	1	2	1	1	2	1	1	PH
1	2	3	2	1	1	2	1	1	4	2	1	US
1	2	4	1	2	4	2	2	4	2	2	2	US
4	2	3	4	3	4	3	4	3	4	4	2	US
4	3	4	2	4	3	2	4	4	4	4	2	US
4	3	1	3	2	3	4	4	4	2	3	1	AU
3	3	1	1	4	1	1	2	1	2	2	1	US
3	2	3	3	4	3	3	4	3	4	3	4	US
3	4	4	1	2	3	4	4	4	4	4	1	US
3	1	2	1	2	3	2	4	3	4	3	2	US
3	3	1	1	2	3	4	2	1	2	2	3	US
4	1	4	1	4	1	2	2	1	2	2	2	US
1	3	1	2	1	3	4	1	1	3	1	3	US
2	1	2	2	4	4	2	2	1	2	2	2	US
2	2	4	2	2	4	4	2	4	1	2	2	AU
1	3	3	2	1	1	3	3	1	2	1	2	US
1	3	4	2	4	3	3	4	4	4	3	4	US
4	2	3	4	3	2	2	4	3	1	3	4	AU
3	4	4	4	4	1	3	1	1	4	3	4	US
4	3	4	3	2	4	2	3	1	3	4	1	AU
3	3	1	1	2	3	4	2	4	2	2	2	US
1	4	4	4	4	1	4	4	4	4	4	2	IN
1	3	3	4	1	1	2	3	1	3	3	1	US
3	3	4	3	3	2	1	1	1	3	1	3	US
2	3	3	2	4	3	4	4	4	2	2	2	US
4	3	4	4	2	3	4	2	4	4	4	3	US
3	4	2	3	3	3	3	1	3	1	3	4	US
1	3	4	4	4	4	4	4	1	2	2	4	US
4	2	1	4	2	3	2	3	4	2	1	1	US
1	2	3	1	1	1	2	3	1	1	3	2	US
4	2	4	2	4	4	2	2	3	4	4	4	US
2	1	4	4	2	3	4	4	3	3	2	1	US
1	2	4	2	4	4	4	3	1	4	2	2	US
4	4	4	4	3	4	4	4	3	4	4	2	US
3	3	1	3	3	3	1	2	3	4	1	3	US
1	3	3	4	4	3	4	3	1	2	1	1	PH
1	2	1	2	4	4	4	1	1	3	2	2	US
1	3	2	4	4	3	2	1	1	2	2	1	US
3	4	4	4	4	3	1	4	4	4	1	1	US
1	2	1	3	4	1	2	1	1	4	1	2	CA
1	2	1	3	1	1	2	1	1	3	1	2	CA
2	2	1	1	2	3	2	3	4	2	2	2	US
4	1	4	2	2	4	2	1	1	4	2	1	IN
4	3	1	4	1	3	4	3	4	3	4	3	US
3	2	2	2	1	1	3	1	4	2	3	3	AU
2	1	3	2	2	4	3	2	2	2	2	2	CA
4	1	4	2	4	3	2	4	3	1	4	4	US
2	2	2	2	3	1	2	2	1	4	3	1	US
1	2	3	1	1	2	2	2	4	4	2	1	US
2	2	1	1	1	1	2	3	4	1	2	2	CA
2	4	1	1	4	2	2	4	4	4	3	1	US
2	2	2	2	1	2	2	2	2	2	2	1	US
2	1	4	1	4	3	2	2	1	4	4	2	US
3	3	3	3	3	3	1	4	3	2	3	3	US
1	2	1	2	4	2	2	3	4	2	1	1	IN
4	3	4	4	4	4	4	4	4	4	4	1	US
3	4	2	2	4	1	3	1	3	4	3	2	CA
1	2	1	3	4	2	2	1	1	4	2	3	US
1	2	3	4	1	3	3	3	1	4	2	1	US
1	2	1	1	1	1	2	1	1	3	1	4	CA
1	3	1	2	2	3	2	2	1	1	2	1	CA
1	2	2	3	4	3	4	2	3	4	4	3	US
3	2	4	3	4	2	2	2	2	2	2	4	US
1	2	4	4	3	3	3	2	1	3	4	4	US
4	3	2	4	2	4	3	4	4	2	4	3	US
2	2	1	4	4	3	3	4	3	2	3	1	US
4	2	4	4	2	2	4	4	4	4	2	2	US
1	1	1	3	2	4	4	3	3	2	2	2	US
3	2	3	3	3	4	3	4	3	4	3	3	US
3	3	1	3	1	1	4	3	1	1	1	3	CA
1	3	3	1	3	3	4	3	1	1	1	1	AU
1	2	3	4	1	2	3	4	1	2	3	4	US
4	2	4	2	4	4	2	2	1	2	2	1	MX
3	3	2	3	3	4	4	3	1	1	3	4	US
2	2	4	1	4	2	2	2	4	2	3	1	NZ
1	3	3	1	2	1	4	2	1	1	1	1	US
3	4	2	2	2	4	4	4	4	3	1	3	US
1	2	3	2	1	1	2	1	1	4	2	1	US
2	2	4	2	2	2	2	3	4	1	1	1	US
1	3	1	1	3	3	2	3	3	3	1	1	US
2	2	4	1	2	2	4	3	1	2	3	1	US
3	3	4	3	4	3	1	3	4	4	3	3	US
1	2	4	3	4	4	3	4	3	4	4	3	US
2	1	4	2	4	4	1	3	4	1	2	2	US
4	1	4	1	4	4	2	4	4	2	2	3	US
3	2	1	3	1	1	2	3	1	3	1	3	US
1	2	4	4	4	2	2	2	1	2	4	1	NZ
2	1	4	2	4	4	1	3	4	1	2	2	US
2	1	3	1	2	3	2	4	4	2	2	1	US
2	3	1	1	3	3	2	2	3	1	1	1	US
1	1	4	3	3	4	1	1	1	4	1	4	US
4	3	1	3	4	4	4	4	3	4	4	4	US
2	2	2	1	1	1	2	1	3	1	1	1	US
3	2	4	4	4	1	3	4	3	2	3	4	US
3	3	2	1	4	4	4	2	1	3	2	1	US
4	3	2	4	4	1	1	2	4	1	1	1	US
3	3	3	3	3	1	4	1	1	1	1	3	US
3	3	3	2	2	3	4	3	1	2	3	3	US
2	2	2	2	3	3	3	2	1	1	1	1	US
1	3	1	3	4	1	1	1	1	4	1	3	CA
3	3	3	3	4	4	3	4	3	4	3	4	US
1	3	1	2	3	2	2	3	1	3	1	4	GB
1	4	1	1	1	3	2	3	4	3	1	1	IN
4	1	1	4	2	3	2	4	4	4	4	4	US
1	1	2	1	1	1	2	2	1	4	2	1	US
1	2	4	4	2	3	2	4	4	2	3	2	ID
3	1	3	3	3	4	4	2	1	4	3	3	US
1	1	1	1	1	1	2	1	1	2	1	1	US
1	1	4	2	2	1	4	3	4	4	4	2	CA
3	3	1	3	2	4	3	2	4	1	3	1	CA
4	2	4	4	4	3	2	4	4	4	2	2	US
3	1	4	2	1	1	2	1	4	1	1	2	CA
1	3	1	3	4	2	2	1	1	3	3	4	TT
1	3	1	1	1	3	4	1	1	1	1	4	US
1	1	1	4	2	4	4	4	1	1	4	1	US
3	3	3	3	3	1	4	1	1	1	1	3	US
1	3	4	2	3	1	3	1	1	3	1	1	US
1	1	3	3	3	1	1	1	1	1	1	1	US
3	3	3	3	3	3	4	4	3	4	3	4	US
3	3	4	1	4	3	4	4	3	1	3	4	US
3	4	4	3	3	1	2	3	1	2	3	4	US
4	2	4	4	4	3	2	4	4	4	4	2	US
1	2	4	4	2	4	2	3	1	3	2	1	US
2	2	2	1	4	3	2	2	4	2	3	1	US
2	1	1	2	2	4	2	2	4	2	3	2	AU
2	3	3	1	2	3	2	2	4	2	3	1	US
4	1	4	1	3	4	3	4	3	2	4	4	US
3	1	2	1	2	3	1	3	2	2	2	1	ID
1	1	4	1	1	1	1	1	1	2	1	2	US
4	1	4	3	2	4	4	4	4	3	4	3	US
3	4	2	2	1	1	4	4	4	1	3	1	US
3	2	2	1	2	1	2	2	4	2	3	1	ZA
2	1	1	1	4	1	4	3	4	1	3	1	US
3	4	4	4	3	3	1	4	1	4	4	4	US
3	2	2	3	3	4	4	3	4	3	1	1	US
3	2	4	4	2	3	2	2	1	1	2	2	US
1	4	4	1	1	1	1	1	1	2	1	2	US
1	2	4	4	4	2	2	4	1	4	4	4	US
4	3	4	3	4	3	2	4	3	4	4	3	US
3	3	4	3	2	3	2	4	4	2	2	2	US
4	2	3	4	2	4	2	4	1	1	4	1	US
3	3	1	3	3	1	4	3	3	2	1	1	BD
1	1	1	1	4	3	1	3	1	3	3	1	US
2	2	4	2	2	3	4	2	2	2	4	1	US
4	1	3	1	2	4	2	2	2	2	2	2	NZ
3	2	2	3	2	1	2	1	1	4	3	4	US
1	1	1	2	2	2	4	4	4	2	4	4	AU
4	2	4	4	4	4	2	4	1	4	3	1	US
3	2	4	4	2	3	2	2	1	1	2	2	US
1	1	2	1	4	2	2	2	1	2	2	1	US
4	1	1	1	2	4	3	2	4	4	2	2	US
1	2	3	1	1	1	1	3	1	2	3	1	AE
3	3	1	3	3	3	4	1	1	4	2	3	US
4	2	1	1	2	2	2	2	4	4	2	2	US
4	2	4	3	1	4	2	1	4	4	4	1	US
4	3	1	4	4	3	1	4	3	4	4	4	US
4	1	1	4	2	4	2	3	1	4	4	4	US
1	1	1	1	2	1	2	1	1	2	1	1	US
1	2	1	4	1	1	1	1	1	3	1	4	US
3	3	2	1	4	1	2	4	4	1	2	2	AU
1	3	3	3	1	1	4	2	1	1	1	1	US
3	1	1	4	2	4	4	3	4	2	1	1	IN
4	1	1	1	2	4	3	2	4	4	2	2	US
4	3	4	4	2	4	2	1	1	1	4	1	US
3	2	2	4	1	2	2	1	4	2	1	1	US
1	2	1	1	4	2	2	4	1	4	3	1	US
1	2	1	1	1	3	1	2	1	3	3	1	US
1	2	4	3	3	3	4	3	1	4	3	1	US
3	3	4	3	3	3	2	1	4	1	2	3	US
3	2	2	2	4	3	1	2	4	4	2	2	US
2	3	1	1	2	2	4	3	4	2	4	2	CA
3	3	3	3	2	3	3	3	3	4	3	4	US
4	2	3	4	2	2	2	4	3	4	4	2	CA
4	1	4	4	4	4	2	3	4	1	4	1	AU
4	2	4	1	4	3	4	4	4	4	4	2	TW
4	1	4	2	2	4	2	2	4	2	2	2	AU
3	3	1	1	1	2	1	2	4	2	1	1	PK
3	2	2	2	4	3	1	2	4	4	2	2	US
1	2	3	4	1	1	4	3	4	2	3	3	AT
1	4	1	1	1	1	2	4	3	4	3	1	ZA
2	1	1	4	4	1	4	3	1	1	3	1	AU
3	3	3	3	4	3	3	3	4	3	3	1	GB
4	2	4	4	3	4	2	3	3	4	4	4	GB
3	2	2	1	4	2	2	1	2	2	1	1	PH
4	1	3	4	2	4	2	4	1	2	4	1	US
4	4	4	3	1	1	4	3	2	4	4	1	CN
2	3	1	1	2	2	1	2	4	4	2	2	US
1	1	1	4	1	1	1	1	1	3	1	4	US
3	3	2	1	4	1	1	2	1	2	4	1	IN
1	2	4	4	1	2	2	1	1	3	3	2	US
4	2	4	1	4	3	4	4	4	4	4	2	TW
4	1	4	2	2	2	2	4	2	1	4	2	DE
4	3	4	1	2	3	4	4	1	4	4	2	US
2	2	4	2	2	3	2	4	4	4	2	2	US
3	1	3	4	2	4	3	4	4	2	3	2	GB
4	2	4	2	2	1	4	3	1	1	4	3	CA
3	2	4	3	3	2	3	1	3	3	2	3	US
2	3	4	1	4	4	2	1	4	1	2	2	US
1	2	1	2	2	3	3	1	4	1	2	1	IN
1	2	3	1	1	1	1	2	1	1	1	1	GT
1	2	4	4	1	4	2	1	4	3	2	3	US
1	2	3	1	4	3	1	2	1	1	2	1	CA
4	1	4	1	2	4	2	2	4	4	4	2	US
2	2	4	1	2	1	2	2	4	4	1	2	US
2	3	1	2	2	3	3	4	4	3	1	1	US
4	2	4	3	2	4	2	4	4	2	2	3	NZ
4	1	3	1	4	4	4	2	3	2	2	1	AU
1	3	3	4	1	4	3	1	3	4	1	4	US
1	1	4	2	2	1	1	3	1	3	2	2	AU
4	2	1	1	4	2	2	4	4	4	4	2	AU
2	3	4	1	2	4	2	1	3	2	2	2	US
3	1	4	2	1	4	2	3	4	1	4	1	DK
1	1	4	2	2	1	4	3	4	1	4	1	DK
2	3	3	2	4	4	4	3	4	2	4	2	DK
3	3	3	2	2	4	4	3	4	2	3	1	DK
3	1	3	2	3	4	4	4	4	4	1	2	GB
2	2	3	2	2	1	4	2	4	1	4	2	DK
3	4	4	3	3	4	4	1	1	4	1	4	GB
4	3	4	3	2	4	4	2	1	4	4	2	SE
2	2	4	4	2	3	4	2	4	4	4	2	CA
4	1	4	1	2	4	4	4	3	4	4	3	US
4	3	1	1	4	3	2	4	1	4	1	1	SE
3	3	1	3	4	3	1	2	1	3	3	1	GR
1	3	3	2	2	3	3	3	4	3	3	4	US
2	2	3	3	3	2	2	2	3	4	3	1	US
4	2	2	2	3	4	2	2	1	4	4	2	AU
2	3	4	3	2	3	2	2	4	1	3	1	US
4	3	1	3	4	4	2	2	1	1	4	4	US
3	2	1	1	4	4	2	4	4	4	3	4	MY
4	2	4	1	4	4	2	4	4	3	4	2	IT
3	4	1	4	3	1	4	4	3	3	4	3	AU
2	3	4	2	1	2	2	3	4	2	1	1	MY
3	4	4	3	3	3	2	1	3	1	1	1	OM
1	1	2	4	2	3	2	4	1	2	3	3	GB
3	1	4	3	3	2	3	4	3	3	3	4	CA
3	4	3	3	3	1	4	2	3	3	2	2	NL
2	4	2	1	1	1	1	4	1	1	1	1	AU
1	2	3	4	2	2	2	4	4	2	3	1	IN
1	2	1	3	4	1	4	1	4	2	1	1	US
2	2	2	2	2	3	2	2	4	2	2	2	US
1	3	3	2	1	1	2	1	1	3	3	1	GB
2	2	4	1	2	3	2	2	4	2	2	2	ZA
1	1	4	3	1	1	2	1	1	1	1	1	MY
4	3	4	3	1	3	4	2	1	4	4	3	US
1	3	1	4	4	2	2	1	4	2	4	4	CA
1	2	2	2	4	1	2	4	1	2	1	1	PH
3	4	4	3	1	1	4	3	1	2	1	4	SG
4	3	1	4	4	2	2	4	3	4	4	2	US
4	2	4	4	4	4	2	1	4	1	4	1	PH
4	1	4	2	2	4	2	2	4	2	2	2	AU
2	2	2	2	2	3	2	2	4	2	2	2	US
1	1	3	1	1	1	4	3	1	1	3	1	GB
3	3	4	3	3	4	4	4	3	4	4	1	GB
3	1	4	2	2	2	4	3	4	1	2	2	GB
4	4	1	1	4	2	4	2	1	2	3	3	US
4	1	1	2	3	4	2	4	1	2	4	3	GB
3	2	4	2	4	1	3	3	1	4	4	3	AU
4	1	4	2	2	4	2	4	1	2	2	2	CA
1	4	3	4	3	3	1	4	1	3	1	3	NL
2	1	1	1	2	4	2	1	4	2	2	2	GB
3	3	1	3	3	1	4	2	3	4	1	3	US
2	1	1	2	1	2	1	1	1	3	1	1	PL
1	3	4	1	4	1	1	1	4	1	1	4	US
3	3	1	3	3	2	3	2	2	3	3	3	GB
3	1	4	1	2	2	4	2	4	1	2	2	GB
3	3	2	3	3	3	3	4	1	3	1	1	AU
1	3	1	1	2	3	2	2	1	1	2	2	GB
1	4	1	2	1	1	4	1	1	1	1	1	US
4	1	1	1	2	3	2	4	4	4	2	2	SG
2	2	1	4	2	4	2	2	4	2	2	2	IN
4	2	3	2	2	1	2	4	4	1	2	2	NG
3	2	4	1	2	2	2	2	4	1	2	1	PH
4	3	3	4	4	3	3	4	4	2	4	2	IN
3	2	3	1	3	2	3	3	3	2	3	3	CH
4	2	4	4	4	4	2	3	4	1	4	1	PH
1	4	4	4	4	4	1	4	4	4	4	2	SE
