"AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10","age","gender"
4,4,4,4,4,4,3,2,1,1,4,5,2,4,4,1,2,2,1,1,4,5,5,4,2,4,2,4,1,2,4,3,4,3,4,4,3,3,3,2,34,2
5,4,4,5,4,4,2,2,4,2,5,2,4,5,5,4,1,1,4,1,4,5,5,5,2,2,2,3,3,1,2,2,5,2,2,4,5,5,1,3,31,1
4,3,4,4,4,4,2,3,4,3,5,4,4,4,4,1,1,2,2,2,4,4,4,2,2,2,3,2,2,2,4,4,4,3,3,2,3,2,3,3,36,2
4,2,1,2,3,2,4,4,3,4,2,1,1,4,1,5,4,3,5,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,3,2,3,2,2,1,32,1
2,2,3,2,2,3,3,3,4,2,4,4,3,2,2,2,3,2,3,2,5,5,5,5,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,2,24,2
3,4,4,4,4,3,4,4,2,2,5,4,3,4,3,4,3,3,4,1,5,5,5,5,4,3,1,4,1,3,4,4,4,4,4,3,2,4,3,3,27,2
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,0,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,43,2
4,4,4,4,4,4,2,3,2,5,5,5,5,5,4,4,2,2,2,5,5,4,4,4,4,3,2,4,2,3,4,4,4,4,4,3,2,2,2,4,46,1
5,4,2,5,3,4,1,2,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,3,2,2,1,3,5,2,5,0,0,65,1
4,3,3,3,3,3,4,3,2,2,3,3,3,4,3,3,3,2,2,3,4,5,5,5,3,1,1,2,1,3,3,2,3,3,3,2,2,3,2,2,24,2
5,4,3,4,2,3,2,1,1,3,5,5,5,5,4,1,1,1,1,2,2,5,3,4,3,2,2,2,4,3,5,5,5,3,4,4,2,3,2,1,29,2
3,2,3,1,2,1,4,4,2,1,3,0,2,3,2,4,2,2,3,4,3,3,5,4,3,3,3,4,3,4,4,4,3,3,2,3,2,1,3,3,21,1
2,1,2,2,2,2,3,4,4,2,4,3,4,3,2,3,4,3,4,3,4,5,5,4,4,2,2,3,2,3,3,3,3,3,2,3,4,4,2,1,23,2
4,3,3,3,3,3,3,2,1,1,4,4,3,4,3,1,3,3,2,2,4,5,5,5,3,3,2,3,1,2,4,4,4,3,4,3,4,4,3,2,45,2
5,4,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,1,1,4,4,5,5,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4,64,1
4,3,2,4,3,2,2,1,2,2,4,1,1,4,3,5,2,2,4,1,4,5,5,5,2,1,1,2,1,1,3,1,4,3,4,2,4,4,3,2,52,2
4,4,4,5,4,4,2,2,1,1,4,1,2,4,4,5,1,1,4,2,5,5,5,5,2,1,1,2,2,2,2,2,5,2,2,2,4,4,2,1,50,2
4,4,4,4,3,4,2,2,2,1,5,4,4,4,4,2,2,2,2,2,4,4,4,4,2,1,1,1,1,3,4,4,4,2,3,4,3,3,2,2,23,1
4,5,4,3,4,4,2,3,1,1,4,3,3,3,4,4,3,2,4,2,3,3,2,2,2,2,2,4,3,2,1,2,4,3,4,4,4,3,3,2,45,2
5,5,4,5,4,4,2,2,1,1,5,5,3,4,5,1,1,1,1,1,4,3,4,3,3,3,3,4,2,1,5,5,5,5,5,5,5,5,5,5,18,1
4,4,4,4,3,4,2,3,5,1,3,4,1,4,2,2,2,4,3,3,2,1,5,4,2,3,2,4,3,4,5,4,5,4,5,3,3,4,4,4,23,1
4,4,4,5,4,4,3,4,1,2,3,3,4,4,4,2,2,3,3,2,4,4,5,5,2,2,2,3,2,2,4,4,4,2,3,2,4,4,2,3,62,1
5,5,4,4,4,3,4,4,4,5,5,3,5,5,5,3,2,1,3,1,5,3,3,5,1,3,3,4,3,2,5,5,5,5,5,4,3,4,4,5,48,1
5,3,4,4,5,5,4,3,1,1,4,3,3,5,3,3,4,3,4,1,4,4,4,4,1,1,1,1,1,1,2,2,4,3,5,3,5,3,3,3,27,1
3,3,3,3,3,3,2,3,1,1,1,1,2,2,2,4,4,4,5,3,3,4,5,4,3,2,2,3,2,2,4,4,4,3,5,4,5,3,3,3,22,2
5,5,4,5,4,5,2,1,1,2,4,4,4,5,3,1,2,1,2,1,2,5,5,5,4,2,2,4,1,4,4,5,3,4,5,5,5,4,4,2,27,1
4,5,5,4,4,4,1,2,1,2,4,5,4,3,3,1,2,2,1,1,4,4,5,5,2,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4,35,1
2,4,3,3,2,3,0,4,2,3,4,3,2,2,2,4,4,3,3,2,2,4,4,2,5,4,2,4,2,4,4,4,4,3,4,2,4,3,2,2,31,1
3,3,3,2,4,3,2,3,1,2,4,2,1,3,2,4,4,2,4,1,4,5,5,5,4,2,2,3,3,3,2,2,2,2,2,2,2,4,3,1,35,2
4,5,4,4,5,4,2,4,1,1,5,3,2,4,4,3,2,2,4,2,5,5,5,5,3,2,1,3,2,2,4,4,2,2,3,2,2,4,2,1,47,2
2,4,4,3,4,4,4,4,4,2,3,2,3,2,2,4,3,2,4,0,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,21,1
4,3,2,5,5,4,1,4,1,1,2,3,4,4,5,3,1,2,2,2,4,4,5,5,2,1,2,3,2,3,3,2,3,2,3,4,3,3,2,3,29,1
4,3,3,2,0,2,3,3,4,3,3,4,4,4,3,2,2,3,4,3,3,3,3,2,5,4,2,3,2,3,2,2,3,3,4,3,3,3,4,2,41,1
4,4,4,4,3,4,2,4,2,2,4,5,3,4,3,2,2,2,2,2,4,4,4,4,3,2,2,3,2,2,4,4,2,2,2,3,4,3,4,2,41,1
2,3,3,2,2,2,4,3,3,2,3,2,2,2,3,3,5,5,5,5,2,1,5,5,5,5,5,3,2,5,5,5,5,2,3,2,4,4,2,4,26,1
4,4,3,3,2,3,2,2,1,2,5,3,2,4,3,2,1,1,1,1,2,5,5,5,4,3,2,2,5,3,2,3,4,3,5,2,4,4,3,2,33,2
4,5,4,5,2,4,3,3,4,2,3,4,3,4,4,2,2,3,3,3,3,4,3,3,2,2,4,3,3,2,2,4,4,4,4,2,2,2,2,3,49,1
4,4,4,4,4,4,2,3,4,2,2,4,1,3,2,2,2,4,5,4,4,5,5,4,4,2,2,3,2,2,4,4,3,4,4,3,4,4,3,3,46,1
2,5,5,4,4,5,2,2,3,2,1,1,1,2,2,5,4,4,4,2,4,4,2,2,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,40,1
4,5,4,5,4,3,3,2,1,1,4,4,5,4,5,2,1,2,2,2,4,4,5,4,4,2,2,4,4,4,5,5,3,1,3,4,4,4,4,1,32,1
3,2,2,4,2,2,3,3,2,2,5,4,4,4,4,2,2,1,2,2,4,5,5,3,4,2,2,4,2,2,3,2,4,2,2,2,3,4,2,2,23,2
4,3,3,2,2,3,4,4,1,3,3,2,1,4,2,4,4,2,4,4,2,2,4,4,5,4,2,4,2,4,4,3,2,3,2,1,3,3,2,2,32,2
5,5,4,4,4,4,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,4,4,4,5,4,2,4,1,3,4,4,4,3,4,2,4,4,2,3,24,2
4,5,3,4,3,0,2,2,1,1,5,5,4,4,4,1,1,1,1,2,4,5,4,3,0,3,3,4,2,3,3,3,3,3,3,4,3,2,2,3,34,1
4,3,2,2,4,5,3,3,1,2,4,2,4,4,3,2,2,1,2,2,5,4,4,4,2,2,2,1,1,2,4,4,4,3,4,2,2,5,3,3,27,2
4,5,3,4,4,4,2,1,2,1,5,4,5,4,4,2,1,2,4,1,3,4,5,4,2,2,2,4,5,1,4,3,4,5,3,3,3,5,2,2,25,1
2,5,5,2,2,5,1,3,4,1,1,4,4,2,3,3,5,4,3,2,1,4,4,2,4,5,2,3,1,2,2,3,5,4,5,2,5,5,5,5,34,1
5,4,2,3,3,3,2,2,1,1,2,3,2,4,3,3,2,2,4,2,3,4,5,4,3,3,3,4,1,3,4,4,4,5,4,3,4,3,2,2,31,1
4,4,4,5,2,5,4,1,2,2,4,3,2,4,4,3,2,1,3,1,4,5,5,5,4,5,4,4,2,2,4,5,4,4,4,3,3,5,2,2,22,2
2,2,2,4,2,3,5,4,4,3,1,2,2,2,2,4,4,4,4,2,5,5,5,5,2,2,2,1,3,2,5,4,5,4,4,4,4,5,3,3,25,1
4,2,2,3,4,2,3,2,2,2,4,4,4,4,2,2,4,2,3,2,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,39,2
4,2,2,3,2,2,3,3,2,2,4,2,2,4,3,4,2,2,3,2,2,4,5,4,4,5,3,4,4,3,2,2,2,2,3,3,3,3,1,1,52,2
4,4,4,4,4,4,3,3,4,3,5,4,2,4,4,2,2,4,2,2,3,3,5,3,5,5,5,5,4,5,4,4,4,3,2,4,4,4,3,3,27,2
5,5,5,4,5,5,2,2,1,1,3,2,5,5,3,1,3,3,4,2,5,5,5,5,2,1,1,4,1,2,4,4,5,5,4,4,4,4,3,3,50,2
4,3,4,4,3,3,2,2,3,1,3,5,5,4,4,1,1,2,2,3,4,4,5,4,2,1,2,2,2,1,4,4,3,3,3,2,2,4,1,2,34,1
2,4,4,3,3,4,4,5,4,2,4,3,2,2,2,3,4,4,3,4,2,2,5,4,4,4,3,4,4,4,2,3,4,3,4,4,2,4,4,3,33,1
5,4,4,5,4,4,2,3,2,3,5,5,5,5,5,1,1,1,1,1,5,5,5,4,2,5,5,3,1,2,4,4,4,4,5,5,2,3,4,2,29,1
2,3,3,5,3,5,3,2,2,1,1,2,3,2,5,4,1,4,4,4,2,2,4,3,5,3,3,4,5,3,5,5,5,4,4,4,5,5,5,5,21,1
4,2,2,2,2,2,4,4,2,2,2,2,1,4,2,2,3,4,4,2,2,4,4,2,4,2,2,4,2,4,2,1,2,3,4,2,1,4,2,1,40,2
5,3,3,5,3,3,4,4,3,4,1,1,1,5,2,5,4,5,5,4,2,4,4,3,4,4,4,4,4,4,1,1,2,2,2,2,5,4,3,2,50,1
5,5,4,4,4,4,2,2,1,1,3,5,5,5,4,2,2,3,2,2,4,4,5,5,3,3,2,3,3,4,5,5,5,4,5,5,5,5,5,4,49,1
4,4,3,4,4,4,3,2,1,1,4,4,3,3,4,2,2,1,3,3,4,5,5,4,3,2,2,3,2,2,5,4,4,3,4,3,4,3,3,2,29,2
5,5,5,5,5,5,2,2,1,1,5,5,4,5,5,1,1,1,1,1,5,5,5,5,2,2,1,1,1,1,5,5,3,3,4,4,4,5,3,4,21,2
4,3,4,4,3,3,4,4,1,1,4,4,3,3,4,2,2,2,4,2,5,5,5,5,4,1,1,4,1,1,4,4,4,3,4,3,4,4,3,2,28,1
4,4,4,2,4,5,2,3,1,1,4,1,4,4,2,5,4,3,4,1,4,5,5,4,3,2,2,2,2,2,4,4,4,3,5,4,4,4,2,2,26,2
2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,4,2,4,4,3,4,2,2,4,2,2,2,2,2,2,2,2,3,4,2,2,24,1
4,5,4,4,4,4,2,2,1,2,4,4,2,4,4,4,2,1,4,2,2,5,4,4,2,2,2,4,1,2,2,2,2,2,2,2,4,2,2,2,32,2
3,3,2,3,3,3,4,4,2,3,4,4,2,3,3,3,4,2,4,2,4,5,5,5,4,2,2,4,1,4,3,4,3,4,4,4,4,3,3,3,28,1
3,4,4,4,3,4,2,2,5,2,3,3,2,3,3,2,2,3,3,3,3,4,4,3,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4,28,2
1,2,2,4,3,3,3,4,2,3,2,1,1,1,4,4,2,4,4,3,2,4,3,4,4,3,3,4,3,4,3,3,4,4,4,3,2,2,3,3,20,2
4,2,2,4,2,2,4,4,2,1,2,2,2,4,2,4,2,4,4,1,2,2,5,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,3,4,34,1
5,5,5,4,5,5,1,1,1,1,4,4,5,5,4,2,2,2,2,1,3,4,5,5,2,1,1,1,1,1,5,5,5,3,3,3,4,4,4,2,30,2
2,2,1,4,1,3,3,3,1,1,2,1,1,4,3,5,2,4,4,3,2,4,4,2,4,5,4,4,3,2,2,2,4,2,2,2,4,4,3,1,35,1
4,5,4,4,4,4,2,3,1,1,3,4,4,4,4,2,2,3,4,2,3,2,2,4,4,3,3,4,3,2,5,5,3,4,3,4,3,2,3,4,51,1
2,2,1,2,2,2,4,4,3,4,2,5,1,2,2,4,3,4,4,4,3,4,2,3,4,2,2,3,2,4,3,3,3,2,3,1,3,3,2,1,27,1
4,5,4,4,4,4,2,2,2,2,3,4,4,4,3,2,2,3,2,2,5,4,4,4,2,1,1,2,1,1,4,4,4,2,3,4,3,4,2,2,20,1
4,2,2,4,3,2,2,2,2,2,4,3,3,3,4,2,2,2,2,2,3,4,4,4,2,2,2,2,2,3,4,3,2,2,2,3,4,4,2,3,32,1
5,4,3,4,3,2,1,2,1,2,5,2,5,5,5,4,4,2,1,1,4,4,5,4,2,2,2,2,1,3,1,1,2,2,2,1,3,4,3,0,63,2
4,5,3,3,4,4,2,2,2,1,5,2,4,4,4,2,2,2,4,2,5,5,5,5,2,1,2,3,1,3,2,2,4,4,4,4,4,4,2,2,31,1
5,4,3,4,4,5,1,3,1,1,4,3,1,5,3,1,1,2,3,1,3,5,5,4,3,1,1,3,1,3,1,1,4,4,3,3,5,5,3,4,33,1
4,4,3,4,3,5,2,2,3,1,5,4,2,4,4,1,1,1,1,2,5,5,5,5,1,1,1,1,1,1,4,5,2,3,1,3,4,4,2,2,50,2
4,4,4,4,3,5,1,2,1,1,5,4,4,4,3,1,2,1,2,2,5,5,5,5,1,1,1,1,1,1,5,5,2,3,1,2,5,5,2,2,52,2
5,5,4,4,4,5,2,2,1,3,4,4,4,5,4,2,2,2,2,1,1,4,4,4,5,4,2,5,5,5,3,3,4,4,4,4,4,3,3,3,26,2
4,4,3,4,3,4,3,3,2,4,4,4,1,4,2,2,4,2,4,4,5,4,5,5,3,2,2,4,1,2,5,5,5,4,4,4,5,5,4,3,25,1
5,4,4,4,4,5,3,2,1,4,4,4,5,5,4,1,1,1,1,1,2,5,4,4,2,4,3,4,1,2,4,4,4,4,4,4,4,4,4,3,40,1
5,5,5,4,4,4,2,3,1,1,5,4,4,4,3,2,2,2,2,2,3,5,5,5,2,2,2,3,1,1,5,5,4,3,3,3,4,4,3,3,39,1
4,3,3,4,4,4,1,1,1,1,2,3,4,4,4,3,2,4,3,2,4,5,5,5,3,2,2,4,2,4,4,4,3,4,4,4,4,4,3,3,20,2
3,2,2,4,3,4,3,3,2,2,4,4,4,4,3,2,2,2,2,2,3,4,4,4,4,2,2,2,2,2,4,4,3,2,4,3,4,3,2,2,29,1
4,5,4,4,4,4,2,2,1,2,4,3,3,4,4,2,1,2,3,2,3,4,3,2,4,4,4,4,2,2,5,4,3,3,3,2,5,4,4,4,33,2
4,4,3,4,3,3,3,3,2,2,0,2,2,4,4,2,2,4,4,2,0,4,3,4,3,2,2,4,2,4,2,4,3,2,2,2,3,0,2,2,39,1
4,3,2,2,2,2,4,3,4,3,2,3,5,3,2,3,4,4,4,3,3,3,4,2,4,4,4,4,4,4,3,3,4,4,2,3,3,3,3,2,24,1
5,3,3,4,3,3,3,3,3,2,2,5,3,5,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,3,4,4,4,3,3,3,3,4,3,3,26,1
4,4,4,3,3,3,2,2,2,2,3,3,3,4,3,3,2,2,3,2,4,5,5,4,1,1,1,1,1,1,2,2,2,3,3,2,4,4,1,2,49,1
3,5,4,4,3,4,3,4,3,1,4,2,3,3,4,4,2,3,4,3,5,5,5,5,2,4,2,4,3,2,4,4,4,4,4,2,4,2,2,3,28,1
3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,2,3,3,3,4,3,3,4,3,5,5,3,3,29,1
4,5,5,4,4,4,2,3,1,2,5,4,3,4,4,3,2,2,3,2,3,4,4,4,2,4,4,3,2,3,4,4,4,3,4,2,4,4,3,3,23,1
4,4,4,5,5,4,2,3,1,1,3,4,4,4,5,1,1,3,1,2,4,5,5,5,3,1,1,3,1,2,5,5,5,5,5,2,4,4,3,4,34,1
4,4,2,4,3,4,4,4,2,1,5,4,4,4,4,2,2,1,2,2,3,4,4,4,2,2,2,4,2,2,1,1,4,2,2,2,4,4,2,1,36,1
3,4,3,3,5,5,1,3,1,1,4,3,3,2,2,4,2,4,4,4,3,4,4,4,3,3,2,4,1,4,5,5,2,2,2,2,4,4,1,2,52,2
5,5,1,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,24,1
3,3,3,3,2,2,2,3,2,3,2,4,4,3,3,2,2,2,4,4,2,2,5,4,2,4,3,4,1,2,2,2,2,2,2,2,3,4,2,2,37,1
4,4,2,4,2,3,4,2,1,2,4,4,2,4,3,2,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,3,4,2,4,4,4,4,2,2,29,1
4,4,2,4,4,4,4,4,1,2,2,2,1,4,3,4,2,4,4,4,2,5,4,4,4,2,2,2,2,1,1,1,4,1,4,2,3,4,1,1,29,1
5,4,3,2,3,4,1,2,2,5,4,2,2,3,2,3,3,3,3,2,5,4,4,5,2,2,1,4,4,2,3,3,4,4,4,3,4,4,3,2,28,1
1,2,2,2,3,5,2,2,5,2,4,1,5,1,4,5,2,2,5,4,1,3,4,2,5,4,4,4,2,3,2,2,2,2,2,2,2,2,2,1,39,2
5,5,4,4,4,4,2,2,1,1,4,4,4,5,4,2,2,2,2,1,3,4,4,4,3,2,1,2,1,2,4,4,4,3,3,4,4,4,3,3,32,1
2,4,3,3,2,2,4,4,2,2,4,2,2,2,2,4,2,2,3,4,5,5,4,4,2,1,1,4,4,2,4,5,3,3,2,4,5,4,4,2,26,1
4,5,4,4,4,4,4,3,2,2,4,3,4,4,4,3,1,2,4,2,4,5,5,5,3,3,2,4,2,2,5,5,3,4,2,2,4,3,4,2,38,2
5,4,4,3,4,4,3,3,3,1,4,3,2,4,3,4,2,1,3,1,3,3,4,4,3,2,1,3,2,3,4,4,4,3,5,5,4,4,3,3,29,2
4,5,5,4,4,4,3,4,1,4,4,4,4,4,4,3,2,2,3,3,3,4,5,5,3,3,3,3,3,3,5,3,2,2,2,2,4,3,3,1,29,1
5,5,3,4,5,4,1,1,1,1,5,5,4,5,5,3,1,1,3,1,5,5,5,5,1,1,1,3,1,1,5,5,1,5,5,4,5,5,5,5,17,3
5,4,4,4,4,4,3,3,1,1,5,2,4,5,4,3,2,2,3,2,3,4,2,4,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,45,2
5,2,4,4,4,3,2,3,1,1,5,5,4,5,4,1,1,1,1,1,4,4,4,4,1,1,1,1,1,2,1,1,3,3,4,3,5,4,1,1,20,2
4,4,3,4,3,2,2,3,1,2,2,1,1,3,3,5,3,4,3,3,4,4,5,3,3,3,3,3,4,3,4,4,4,2,3,2,2,4,3,2,16,2
4,4,3,4,3,3,2,2,1,1,5,5,2,4,3,1,2,2,1,1,3,5,5,5,4,1,2,2,2,2,3,3,3,3,3,3,4,2,2,2,19,1
5,4,4,3,3,5,1,1,1,1,3,2,3,5,4,5,2,3,4,2,5,5,5,5,2,4,3,2,3,2,3,1,3,2,3,2,4,3,2,1,37,1
5,5,5,5,5,5,1,1,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,2,5,1,5,5,4,5,4,5,5,5,4,5,14,1
5,4,3,4,2,4,2,3,1,2,4,4,3,5,4,2,2,2,2,1,5,3,5,5,1,2,2,2,1,3,2,2,5,3,5,4,2,5,2,2,25,1
2,2,2,2,2,2,4,4,1,1,2,2,2,2,2,2,4,4,4,4,1,5,5,5,1,1,1,1,1,1,5,5,2,1,2,2,2,2,1,1,30,1
5,4,3,4,3,3,2,2,1,1,4,5,4,4,4,2,2,3,2,3,2,5,2,2,4,4,3,5,2,2,5,5,5,4,4,4,5,5,5,5,45,1
5,4,4,4,4,4,2,2,1,1,4,3,4,5,4,3,2,2,3,2,5,5,5,5,2,1,1,3,2,4,0,4,4,2,5,3,4,4,4,4,44,1
2,2,2,2,2,2,2,4,4,3,1,2,2,2,2,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,3,2,2,2,2,4,2,1,2,2,31,1
2,2,2,2,2,2,4,4,4,2,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,31,1
4,3,4,5,3,4,3,3,1,1,5,5,4,5,5,1,1,1,1,1,5,5,5,5,2,1,1,3,1,1,5,5,5,5,5,5,4,5,2,2,36,1
5,5,5,5,5,5,1,1,1,1,2,4,2,4,1,2,4,3,2,5,4,5,5,5,2,1,1,4,1,1,4,5,5,5,5,3,5,5,5,5,22,2
3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,2,3,3,3,2,3,4,3,4,3,3,3,3,3,3,2,3,2,2,2,3,3,2,3,44,1
3,4,3,3,5,3,3,2,2,1,3,2,3,3,2,3,4,3,2,4,5,5,5,5,4,2,1,3,1,4,4,4,4,4,5,3,4,5,4,4,35,2
3,1,3,4,3,2,3,3,4,2,2,2,2,2,2,4,4,4,4,2,3,4,4,2,4,2,2,3,2,2,1,1,4,3,3,2,4,4,3,3,49,1
5,5,5,4,4,5,2,2,5,2,5,4,5,5,5,2,1,2,2,2,4,4,4,4,3,2,2,4,2,2,4,4,2,3,2,2,4,4,2,2,36,2
4,4,4,4,3,4,2,2,4,1,5,4,3,4,3,2,2,1,1,2,3,5,4,5,2,2,2,2,2,2,4,3,3,2,4,4,4,4,4,3,35,1
3,3,2,2,4,2,3,3,1,2,3,2,2,2,2,4,4,3,4,2,4,4,4,3,2,1,1,2,4,1,5,4,3,2,4,2,4,5,3,2,30,1
1,2,2,1,2,1,4,4,1,2,2,2,1,1,1,4,5,5,4,5,3,2,5,2,4,4,3,3,2,0,3,4,5,2,2,2,4,5,3,1,25,1
5,4,4,4,3,3,1,2,2,2,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,3,2,3,2,2,4,4,4,3,4,4,4,4,3,2,39,2
5,5,5,5,5,5,1,1,5,1,5,4,2,5,4,2,2,1,2,1,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,2,1,3,1,1,66,1
2,4,4,2,4,4,2,2,1,1,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,3,4,4,2,4,2,4,4,2,4,26,2
4,4,4,4,3,4,3,3,1,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,2,2,2,4,2,2,2,3,3,3,4,4,4,2,2,44,2
4,4,3,4,4,3,2,2,1,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,3,2,2,2,2,3,3,4,3,2,3,3,2,4,3,3,40,1
5,5,5,4,4,4,1,2,1,1,5,3,2,5,5,3,1,2,3,2,5,3,5,5,2,1,1,4,1,2,1,4,3,3,3,4,5,5,3,3,33,1
5,4,3,4,4,3,3,2,1,1,3,2,2,4,4,4,2,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,2,32,1
4,3,3,4,3,3,3,3,3,1,3,2,5,4,4,3,2,4,3,2,4,5,5,4,4,3,1,2,1,2,3,4,4,3,4,4,4,5,3,4,29,2
5,5,5,5,5,5,2,2,2,2,5,5,5,5,5,1,1,1,1,2,4,4,5,3,5,4,4,4,2,3,4,4,5,5,5,4,4,4,4,3,39,1
3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,4,4,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,54,1
4,4,3,4,2,3,3,2,2,1,4,5,5,4,4,2,2,2,2,2,3,5,3,4,2,2,2,4,1,1,4,4,3,2,2,4,4,3,1,2,32,1
2,3,4,3,5,4,2,3,1,1,4,4,3,3,3,2,2,2,3,1,5,5,5,5,1,2,2,2,1,1,5,5,5,3,4,2,2,4,3,4,28,1
3,5,5,3,4,4,3,2,2,2,3,5,4,3,3,1,1,2,2,2,4,1,4,4,2,2,1,3,2,2,4,4,4,4,4,3,4,5,3,3,29,1
3,4,2,4,2,3,4,3,2,1,2,4,2,3,2,3,3,4,4,3,2,4,4,4,4,3,2,4,1,4,4,4,4,4,3,4,5,4,4,4,26,1
4,3,3,4,2,3,3,2,2,2,2,2,3,4,0,3,2,4,3,2,4,4,4,4,2,2,2,3,1,2,4,4,4,2,3,2,4,4,2,1,41,1
4,4,4,4,3,4,3,4,2,1,4,3,3,4,4,2,2,2,3,3,5,5,5,4,2,2,2,2,2,2,3,3,3,2,4,3,4,4,3,3,32,1
4,2,2,4,2,2,4,4,3,4,4,1,3,4,5,4,2,1,4,2,4,4,4,3,4,3,4,3,1,1,3,3,2,2,2,2,2,4,2,2,25,2
5,1,1,4,2,2,4,4,4,3,4,2,2,5,5,4,2,4,5,1,4,5,3,3,4,4,4,2,1,2,2,2,2,2,2,2,2,4,2,2,25,2
4,4,4,4,3,3,3,2,2,3,4,3,3,4,4,3,2,3,3,3,4,4,4,3,4,4,3,4,1,3,3,3,5,4,4,3,4,4,3,4,47,1
2,2,2,3,3,3,4,4,3,1,3,2,2,2,2,4,3,4,4,3,4,5,5,4,3,2,2,3,1,3,1,1,1,1,2,1,4,4,2,2,49,1
2,1,2,4,2,3,4,4,4,2,3,1,4,2,2,5,2,2,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1,31,1
4,4,4,3,4,3,2,3,1,2,3,2,4,4,3,3,3,3,3,2,2,5,5,5,4,3,2,4,2,1,4,4,4,4,4,3,4,4,4,4,36,1
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,0,3,3,3,5,5,5,5,4,2,2,3,2,2,3,3,4,4,4,3,4,4,3,3,25,1
5,5,5,3,5,5,1,3,1,5,3,3,1,1,1,3,5,3,4,5,1,1,3,1,4,3,3,3,5,3,5,3,4,3,5,3,5,4,3,4,30,2
3,3,3,2,2,2,3,2,3,2,2,3,4,3,4,4,2,4,4,3,2,2,4,4,3,3,2,3,2,4,3,3,4,2,2,3,2,2,2,2,26,1
5,5,5,3,5,5,1,1,1,1,3,5,4,5,3,1,3,3,3,2,4,5,5,5,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,5,24,1
4,4,4,3,5,3,4,3,5,1,5,5,4,4,2,1,4,2,2,1,4,4,4,5,4,3,3,2,2,2,4,4,2,3,2,2,2,2,2,1,23,1
4,3,2,2,4,3,3,4,4,2,4,2,4,2,3,3,4,3,4,3,4,4,4,3,3,3,3,4,2,4,2,3,4,3,3,2,3,3,3,3,35,1
3,4,3,4,3,3,3,3,2,1,4,3,3,3,4,3,2,3,2,2,3,4,4,4,2,2,2,4,3,3,4,4,4,4,4,3,4,4,3,3,48,1
3,4,3,3,2,3,1,1,1,3,3,2,1,1,2,4,2,5,5,3,2,2,2,3,3,4,0,4,3,4,5,4,2,2,2,2,0,2,2,2,51,2
5,3,3,4,4,3,2,4,2,1,4,5,5,5,4,1,2,3,2,1,3,3,4,4,4,2,1,4,2,1,2,2,2,2,2,5,4,4,2,2,28,1
5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,27,1
