submittime,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
2015-03-29 10:29:36,56,786,48,479,23,632,31,38,61,128,89,5,7,772,13,654,3,29,2345,38,5,1,5,1,5,1,5,5,5,1,2,4,5,5,1,4,5,3,4,2,1,5,2,5,1,5,1,5,5,5,4,5,5,3,5,2,4,2,3,4,4,4,2,4,5,5,5,3,5,3
2015-03-29 06:24:30,5,500,77,102,65,1223,50,16,14,70,87,65,7,670,75,700,3,53,164,45,3,1,4,2,4,1,3,2,3,2,3,3,5,2,2,2,4,4,2,4,1,5,2,5,1,5,1,5,4,5,2,4,3,3,3,3,3,2,2,3,5,1,3,1,4,2,5,5,5,4
2015-03-29 02:40:41,8,18,88,666,28,1233,99,27,2,68,87,3,7,662,6,700,3,79,3267,44,3,4,4,2,4,1,4,1,4,2,2,5,4,4,2,2,2,2,2,2,1,5,2,4,2,4,1,4,4,4,4,3,4,4,3,3,3,1,4,4,4,1,5,1,4,1,4,2,5,4
2015-03-28 10:17:47,99,999,98,499,99,1233,99,49,99,139,89,99,7,799,99,799,3,99,4011,59,1,3,2,5,3,4,2,1,2,4,4,4,5,2,5,4,4,4,2,4,1,4,1,5,2,5,2,5,5,5,1,4,3,3,2,4,3,4,3,2,4,1,5,1,5,1,5,4,5,5
2015-03-28 10:15:47,40,500,77,200,50,133,70,17,80,100,85,50,7,700,25,750,3,89,1002,45,2,4,3,4,3,3,1,4,3,5,4,4,5,4,2,3,2,2,3,2,2,5,2,4,2,4,2,4,4,2,4,2,4,2,3,2,5,2,3,4,3,3,4,2,4,1,4,4,5,3
2015-03-28 10:25:14,45,456,77,356,25,567,65,39,65,86,87,35,7,567,45,678,3,76,3654,45,5,1,5,1,5,2,5,2,4,1,2,3,4,4,4,2,4,2,3,2,4,4,2,4,2,4,2,4,4,4,3,3,3,3,3,2,4,4,3,4,2,3,5,3,3,2,3,2,2,3
2015-03-28 10:36:42,27,500,66,101,3,1100,12,42,25,72,88,12,7,792,96,650,3,5,777,59,1,3,1,5,2,2,1,5,1,5,5,2,5,2,5,4,4,3,1,3,1,4,1,5,1,5,2,5,5,5,3,4,3,4,1,4,3,1,1,3,4,2,4,1,3,2,3,4,5,4
2015-03-28 10:24:33,73,2,50,400,2,500,88,45,90,100,82,74,7,782,5,7866,2,3,95,32,2,3,3,3,3,2,3,4,2,4,5,3,5,3,4,4,2,2,4,1,1,4,1,5,1,5,2,4,5,3,5,1,5,1,4,1,5,1,4,3,4,1,3,2,4,1,4,4,5,3
2015-03-28 10:28:03,17,17,56,345,17,564,17,17,17,78,88,17,7,700,17,700,3,17,100,50,1,5,1,4,1,2,1,5,2,5,2,4,2,4,2,1,2,3,2,2,3,3,3,3,4,2,4,2,2,3,4,5,5,4,2,3,4,2,3,4,5,1,5,1,4,1,5,4,5,5
2015-03-28 10:31:14,79,979,79,120,79,124,40,8,22,65,88,52,7,799,2,626,2,91,82,40,3,1,5,1,5,1,5,3,5,1,3,5,3,5,5,1,1,1,1,1,1,5,5,5,1,3,1,5,4,5,3,3,5,1,5,1,5,1,4,3,3,1,1,1,1,3,5,1,3,3
2015-03-28 10:48:08,50,100,55,400,36,178,79,49,49,99,87,87,7,700,78,700,3,3,789,55,1,3,5,2,3,2,3,1,5,3,1,2,4,3,2,3,4,4,3,2,1,5,1,3,5,4,2,3,4,3,3,5,3,1,3,5,4,2,1,4,3,1,5,2,5,1,5,2,4,5
2015-03-28 11:01:56,50,100,55,200,50,130,52,17,30,110,88,30,7,700,10,700,2,30,78,50,3,3,2,4,2,4,1,5,3,5,2,2,2,3,3,1,2,1,1,2,1,3,1,5,1,4,3,4,5,5,4,1,4,1,4,2,3,3,2,4,3,2,4,1,4,3,4,2,4,3
2015-03-28 10:51:57,50,47,56,455,33,345,33,34,34,67,87,55,6,654,32,654,2,3,455,34,5,2,5,2,5,2,4,2,4,4,2,4,4,2,2,2,3,2,2,3,1,4,2,4,2,4,2,3,4,3,2,4,4,4,1,4,3,4,2,4,5,2,5,2,4,2,4,4,5,5
2015-03-28 10:57:49,50,500,55,250,50,750,50,27,50,110,85,50,6,700,50,700,3,50,2500,45,1,4,2,4,2,3,1,5,1,5,4,3,4,2,4,4,4,4,5,4,2,4,2,3,3,2,3,3,2,3,3,2,4,3,1,3,4,4,1,3,4,2,4,1,3,3,4,4,3,4
2015-03-28 11:17:01,50,500,67,300,50,550,50,35,50,100,85,50,6,700,50,700,2,50,3800,45,1,2,2,5,2,1,2,4,4,4,4,2,4,4,4,4,4,4,5,2,3,4,3,3,2,2,1,3,5,4,4,3,5,3,2,2,5,4,5,5,5,1,5,1,5,1,5,4,3,5
2015-03-28 11:31:27,73,999,55,400,55,478,22,10,3,120,85,7,7,698,17,736,2,5,1456,48,2,2,2,3,2,1,1,4,1,5,5,3,5,4,4,4,4,4,5,3,3,4,3,3,3,3,2,3,2,3,2,3,4,4,1,5,3,5,1,2,3,2,3,1,3,2,4,2,5,3
2015-03-28 11:26:30,9,20,80,110,20,1234,20,9,15,66,88,20,5,612,10,620,2,36,90,35,2,5,4,4,2,4,3,3,3,4,4,3,4,2,4,3,4,4,4,4,2,4,2,4,2,4,2,4,4,4,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3,3,3,3,4,3
2015-03-28 11:30:36,50,500,83,300,50,555,50,35,50,80,85,50,7,700,50,700,3,50,2000,45,2,2,3,4,3,2,2,4,1,5,4,3,4,2,2,2,2,1,2,1,1,4,1,4,2,4,2,4,5,4,4,2,5,3,2,2,4,1,4,4,5,1,3,2,4,2,4,1,5,5
2015-03-28 11:38:26,74,886,55,143,92,200,75,49,44,120,88,57,7,777,99,777,3,77,4011,45,4,3,3,3,5,3,4,4,4,5,4,4,5,2,3,5,2,2,2,2,2,4,2,4,3,4,2,3,4,5,4,5,2,2,2,5,4,3,2,3,3,2,4,2,4,2,5,2,5,5
2015-03-28 11:57:24,47,724,85,364,92,432,24,42,67,84,87,79,7,707,23,720,2,14,2046,56,3,3,3,3,4,3,3,4,4,5,4,5,4,2,5,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,3,4,4,2,5,4,4,3,4,2,2,4,2,3,2,5,3,4,4
2015-03-28 11:59:15,50,500,77,125,60,150,50,30,70,100,85,50,7,700,50,700,3,50,3000,50,1,1,4,4,0,1,4,2,4,3,4,4,4,3,3,4,2,2,4,3,1,4,2,4,2,4,2,4,4,4,2,3,4,3,3,3,4,2,4,4,4,1,4,1,4,2,4,3,4,4
2015-03-28 12:03:47,18,76,88,360,13,400,0,49,30,99,89,23,6,720,76,120,3,68,2015,55,1,4,3,4,2,3,1,5,3,4,4,3,5,3,4,4,5,5,5,3,3,3,3,3,4,3,2,2,3,4,4,1,4,1,3,1,5,2,4,3,3,3,3,4,3,3,4,2,5,3
2015-03-28 12:03:26,8,354,45,250,9,345,34,45,33,123,81,73,6,601,11,690,2,99,4000,56,4,3,4,3,3,3,5,2,5,4,2,4,1,2,4,1,5,4,3,3,2,4,3,2,4,1,3,3,4,5,3,4,3,3,3,4,3,3,4,3,4,2,5,3,4,1,3,3,5,4
2015-03-28 12:16:46,65,846,84,472,53,736,94,36,32,84,83,74,7,628,94,736,2,62,362,48,5,1,5,1,5,1,5,1,5,1,1,5,3,5,1,1,1,1,4,1,3,5,5,3,4,2,3,5,4,5,3,5,4,1,3,5,1,3,1,3,5,1,5,1,4,1,5,5,5,5
2015-03-28 12:26:44,55,135,66,333,99,1000,50,35,55,66,85,2,6,666,55,700,3,50,4000,50,2,2,2,3,4,2,4,4,2,1,4,4,4,2,4,2,2,2,2,2,4,4,4,2,4,4,3,2,4,4,3,4,5,2,3,4,4,3,2,4,4,3,4,3,4,4,4,4,4,2
2015-03-28 12:19:57,77,852,51,303,41,1001,49,35,45,71,85,49,7,708,49,701,0,49,2031,45,2,3,4,2,3,2,2,4,4,4,3,2,4,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,4,2,4,1,4,2,4,2,3,4,4,2,4,2,5,2,5,2,2,5
2015-03-28 12:20:55,6,127,48,350,22,150,23,13,34,67,82,3,7,623,11,780,3,19,85,58,2,4,2,4,3,4,2,4,3,4,5,2,4,1,4,4,5,5,5,5,2,3,3,4,2,4,3,2,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,2,3,3,4,3,5,4
2015-03-28 12:18:53,40,599,55,302,5,1230,50,8,54,70,85,43,7,700,30,799,2,80,888,31,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2015-03-28 12:25:48,7,142,56,132,72,234,56,14,42,66,89,50,7,700,70,700,3,7,80,50,4,2,5,2,5,2,4,3,3,3,2,5,4,4,2,1,1,1,1,2,1,5,1,5,1,5,2,5,5,4,5,3,5,2,4,1,5,1,5,4,3,1,5,1,4,1,4,1,5,5
2015-03-28 12:32:57,50,500,77,300,50,650,50,35,50,100,85,50,6,700,50,700,3,50,2000,45,4,2,5,2,5,1,4,4,4,2,2,4,4,4,2,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,2,3,1,4,3,4,2,3,2,4,1,3,2,4,2,4,3,4,4
2015-03-28 12:38:29,15,4,55,150,1,124,10,49,4,64,89,1,6,700,99,655,2,65,79,40,2,3,2,2,3,3,2,3,2,4,1,4,3,3,2,2,2,3,2,3,4,3,1,3,3,4,3,3,4,3,3,1,3,1,3,2,3,3,3,3,3,4,3,3,2,1,3,4,2,4
2015-03-28 12:43:38,9,9,54,320,9,999,9,9,9,99,89,9,6,645,9,645,3,9,999,56,3,4,3,4,3,1,2,3,5,3,4,5,3,2,2,4,5,4,4,2,3,5,3,4,1,1,1,3,5,3,3,4,5,2,3,5,3,3,1,4,5,1,5,1,5,1,5,5,4,5
2015-03-28 12:50:02,7,250,55,199,7,1100,13,7,11,80,90,13,7,700,11,700,3,3,900,70,3,3,4,2,4,2,5,5,4,2,2,5,4,5,2,2,2,2,2,2,2,4,1,4,2,3,1,4,3,4,4,3,5,2,4,4,3,2,4,5,4,1,5,2,4,1,5,2,5,5
2015-03-28 12:55:22,21,325,55,338,72,257,35,49,63,77,81,2,6,700,98,666,3,456,2015,46,2,4,2,5,3,1,3,3,5,5,3,3,4,2,4,4,4,5,5,5,4,3,3,4,1,5,1,4,4,4,5,2,5,3,3,1,4,3,5,0,5,2,5,1,3,1,3,4,3,3
2015-03-28 12:49:41,23,569,48,400,51,987,59,41,96,110,85,77,7,722,10,712,3,89,3567,50,2,2,1,4,4,2,1,4,5,4,5,4,5,4,4,4,3,2,4,2,1,2,3,4,4,5,5,1,5,4,2,1,5,2,5,1,5,3,2,4,4,2,5,1,5,1,5,4,4,5
2015-03-28 12:51:13,23,999,55,100,99,124,99,9,99,63,87,78,6,698,35,678,3,87,79,46,3,4,4,3,2,3,3,4,3,3,5,2,3,1,5,4,4,5,4,3,4,3,1,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,4,4,4,4,3,4,3,3,3,3,4
2015-03-28 13:10:41,89,900,55,250,99,523,89,42,89,120,89,89,7,750,79,500,2,59,4000,56,5,3,2,3,3,4,1,5,5,5,5,2,5,4,4,5,3,3,4,4,5,4,1,5,4,3,4,3,5,3,4,2,5,1,2,4,5,3,5,3,3,1,5,1,5,1,4,4,5,5
2015-03-28 13:07:05,68,455,56,654,34,565,65,34,45,98,84,78,7,753,33,645,2,34,673,54,2,3,3,4,2,4,2,5,2,5,4,4,5,3,4,4,4,4,4,3,1,4,4,4,3,4,3,4,4,3,2,4,4,4,2,5,2,4,3,4,4,2,5,4,5,2,4,4,4,4
2015-03-28 13:30:53,47,599,66,300,47,1231,47,43,47,80,85,47,6,700,47,700,3,47,78,50,1,4,1,4,1,4,1,5,2,4,4,1,5,2,4,4,5,4,5,4,2,4,4,3,2,4,2,4,4,4,3,2,4,4,3,2,5,2,3,3,3,4,4,3,4,2,4,4,5,2
2015-03-28 13:32:55,5,20,45,300,50,600,94,16,46,70,85,49,7,700,66,666,2,47,465,50,2,3,3,3,3,3,1,4,2,3,5,2,4,3,4,4,2,2,4,2,5,3,3,5,1,4,2,4,4,3,4,4,4,2,2,4,3,2,4,3,5,1,5,1,4,2,5,4,4,4
2015-03-28 13:32:06,42,243,97,324,74,554,24,21,78,94,83,4,6,793,68,655,3,72,2150,49,2,3,4,2,2,2,2,2,5,4,1,4,1,5,4,1,1,1,1,1,2,5,1,4,1,4,1,3,5,5,3,4,4,1,2,5,1,1,1,3,5,1,5,1,5,1,5,5,5,5
2015-03-28 13:38:48,50,500,83,375,99,234,65,43,95,110,83,25,6,700,45,725,3,22,2015,45,4,1,5,2,5,1,5,5,3,2,3,4,3,2,3,2,3,2,3,2,1,5,1,5,1,4,1,5,5,5,4,3,5,1,3,1,4,1,2,4,5,3,5,2,2,1,4,5,4,3
2015-03-28 13:48:20,3,7,54,121,21,367,4,15,54,99,87,99,7,650,3,670,3,6,1999,54,1,5,2,4,1,2,1,3,4,5,5,1,5,5,4,5,5,4,5,5,3,3,2,3,3,4,3,4,5,5,4,1,4,5,1,2,1,1,2,3,2,3,5,3,3,3,1,1,5,1
2015-03-28 13:42:59,50,5,77,200,45,300,3,27,9,70,85,10,7,700,90,750,3,78,401,50,1,3,1,4,3,4,1,5,1,3,5,1,5,1,4,4,5,5,4,5,4,2,4,3,4,3,4,3,3,3,2,4,3,5,2,3,4,4,4,3,3,2,3,2,3,2,2,3,5,3
2015-03-28 13:43:45,53,200,50,400,23,300,40,8,34,90,86,2,6,700,99,699,3,3,1000,40,1,4,1,5,2,4,1,5,1,5,5,2,5,2,4,3,4,4,4,4,1,2,4,5,3,3,4,4,4,3,5,1,5,1,4,2,5,1,4,5,5,3,5,1,5,1,4,4,5,5
2015-03-28 13:49:54,25,900,55,300,50,1233,99,12,50,70,85,50,6,700,50,700,3,50,900,40,4,3,3,3,3,2,3,3,5,3,2,2,5,1,4,1,2,1,2,3,1,3,2,5,1,1,3,5,5,5,3,1,4,1,5,1,5,1,3,5,3,1,3,3,3,3,5,1,5,3
2015-03-28 13:53:33,50,500,66,250,50,334,50,33,50,70,85,50,6,700,50,700,3,50,1000,45,2,1,3,3,2,2,2,4,4,2,5,4,4,2,5,5,5,4,4,2,4,5,1,3,2,5,3,3,4,3,3,3,2,2,2,5,2,0,2,3,3,3,4,3,4,3,3,2,3,3
2015-03-28 13:56:46,99,100,55,200,99,137,99,45,99,120,87,99,7,789,99,789,0,99,87,33,1,4,3,5,2,2,2,4,3,5,2,4,4,2,2,2,2,2,2,5,3,3,4,4,3,2,3,3,4,3,4,3,3,2,4,2,4,2,4,4,1,2,3,2,4,4,4,2,5,5
2015-03-28 14:06:07,50,100,66,150,50,1000,50,45,50,100,85,50,6,700,50,700,2,50,4000,35,3,3,3,3,3,2,2,4,2,2,4,2,3,3,2,2,2,1,2,1,1,5,1,5,1,4,1,4,4,5,5,2,3,1,3,2,4,1,3,4,4,0,4,2,4,1,4,3,4,4
2015-03-28 14:16:51,49,643,71,297,32,921,19,9,84,109,88,12,7,742,98,650,3,59,3698,51,2,1,4,4,4,3,4,4,1,3,2,4,2,4,2,4,3,3,4,2,3,2,5,2,4,2,4,2,1,2,4,2,1,2,3,1,5,1,4,3,2,5,1,5,1,5,1,2,1,1
2015-03-28 14:25:44,4,437,80,230,99,174,18,24,28,123,84,50,6,700,57,687,3,18,3000,36,4,1,5,2,4,2,3,3,4,3,3,5,4,3,3,2,2,2,2,2,5,5,2,5,2,5,4,3,5,4,2,4,5,2,1,4,4,3,2,3,2,3,4,4,3,2,4,2,3,3
2015-03-28 14:22:10,73,73,73,199,73,199,73,20,73,73,88,73,7,696,73,696,3,73,101,37,3,2,5,1,4,1,4,4,5,2,2,3,4,4,2,2,4,4,3,2,2,4,3,4,2,4,2,4,4,4,4,4,4,1,2,2,4,2,2,5,4,2,5,2,5,5,5,4,4,5
2015-03-28 14:23:14,50,999,74,255,4,837,55,35,98,62,88,55,7,700,69,678,2,2,97,50,4,3,5,1,5,2,5,2,5,2,2,4,3,4,2,1,2,2,2,1,3,5,4,3,4,2,4,4,3,5,5,1,5,1,5,3,4,1,4,5,4,1,3,2,5,2,5,4,5,4
2015-03-28 14:21:29,59,299,58,300,99,1134,79,49,50,85,87,79,7,700,79,720,3,99,3200,45,3,1,4,1,5,2,4,4,2,2,4,2,5,1,4,4,4,2,4,5,1,5,4,5,1,5,1,4,5,4,4,2,5,2,4,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5
2015-03-28 14:24:01,22,4,76,365,78,1111,45,11,50,86,83,23,6,734,99,25,3,67,652,44,4,2,4,2,5,1,4,2,4,2,4,3,4,4,2,2,2,2,3,2,2,4,2,4,2,3,2,4,4,4,4,2,3,2,4,2,3,2,3,3,5,2,5,2,4,1,4,5,5,5
2015-03-28 14:34:29,62,647,74,381,83,630,29,26,79,82,86,56,7,638,47,732,3,72,3659,57,3,2,1,3,5,2,5,1,2,2,2,3,2,1,1,1,3,3,1,1,1,5,1,5,2,3,1,5,5,4,5,1,4,3,4,1,4,1,4,5,3,1,4,1,4,2,4,2,5,5
2015-03-28 14:28:31,64,744,87,121,46,785,999,27,37,88,88,45,7,724,63,747,3,96,3214,35,4,4,2,3,2,2,2,4,4,2,1,4,2,4,2,2,4,2,3,2,5,2,4,2,4,2,4,2,2,3,3,4,4,3,2,3,4,2,3,4,4,3,4,3,4,2,4,4,4,4
2015-03-28 14:30:52,56,238,67,341,345,645,67,12,23,86,83,97,7,651,35,783,3,94,747,58,4,2,4,4,4,2,5,2,4,5,5,4,4,3,4,5,4,4,4,3,2,5,3,5,1,4,1,4,4,4,2,4,2,4,2,4,2,3,2,3,2,4,2,3,2,4,4,2,4,3
2015-03-28 14:32:35,77,664,56,526,46,9876,86,36,99,79,81,88,5,666,8,574,2,2,3568,54,3,1,4,4,3,1,2,4,4,4,1,5,4,3,5,4,5,4,2,3,4,4,5,4,5,5,3,2,4,5,1,5,5,4,1,5,5,4,1,1,1,1,5,3,4,1,5,2,4,3
2015-03-28 14:37:05,10,10,50,300,10,567,10,10,10,120,85,10,7,500,10,700,2,10,90,50,3,3,4,3,4,4,3,4,3,4,4,3,4,4,5,4,4,4,5,4,5,4,1,5,2,5,2,5,5,3,3,5,0,2,2,4,4,4,4,3,4,3,5,2,4,1,5,4,5,3
2015-03-28 14:42:39,77,777,77,477,77,777,77,7,77,77,88,77,7,777,77,777,1,77,77,57,5,2,5,1,5,1,5,4,5,2,1,5,1,5,1,5,1,1,2,1,1,5,1,5,1,4,1,5,5,5,5,2,5,1,5,1,5,1,5,4,5,1,5,1,5,5,5,4,5,5
2015-03-28 14:55:03,96,999,54,124,92,532,33,47,84,72,85,43,7,666,94,608,3,56,3012,56,3,4,4,3,5,1,5,1,1,5,4,2,3,4,4,5,5,5,5,4,2,1,5,2,5,3,5,1,2,5,5,3,5,3,4,5,5,5,5,4,5,1,5,4,5,1,5,5,5,5
2015-03-28 14:44:36,15,324,72,149,83,494,37,62,53,78,84,94,7,644,59,730,3,99,3944,52,4,3,3,3,4,4,3,4,2,5,2,2,5,2,4,4,5,5,2,4,2,5,2,2,2,4,2,4,3,4,4,3,4,2,2,3,5,3,2,4,5,1,5,1,5,1,5,5,4,5
2015-03-28 14:45:02,77,777,55,499,38,124,48,44,58,90,85,39,7,699,47,680,2,65,3587,48,1,4,3,4,2,4,2,4,1,4,5,3,4,2,5,3,3,2,4,4,2,4,4,4,1,4,2,5,4,3,2,5,3,4,1,4,4,4,2,2,5,2,5,1,4,2,2,3,4,3
2015-03-28 14:46:03,10,965,45,256,10,145,47,41,86,70,81,56,6,656,85,697,3,41,3974,49,3,3,4,3,5,4,4,2,4,4,5,2,5,1,4,5,5,5,5,5,4,5,4,4,4,4,3,4,4,3,2,4,5,4,3,3,5,4,3,3,1,2,5,2,4,1,5,4,4,5
2015-03-28 14:51:50,95,237,70,300,46,1000,70,47,46,100,85,46,6,650,46,700,3,55,3000,40,1,3,3,4,3,4,1,5,3,4,1,5,3,4,2,2,1,1,1,3,3,3,1,4,2,3,2,4,3,5,5,3,5,1,2,1,5,1,3,5,5,3,3,2,4,2,5,4,4,5
2015-03-28 14:58:31,50,999,55,300,50,1233,99,49,67,89,85,45,6,700,89,656,2,53,989,39,1,1,5,1,5,1,1,2,2,2,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,2,5,2,1,5,1,1,1,1,2,1,1,4,5,1,5,1,5,1,5,2,5,5
2015-03-28 14:53:34,99,99,55,400,50,1111,88,9,77,100,88,50,7,777,50,700,2,50,3333,33,1,2,2,4,2,4,1,5,1,5,5,5,5,3,4,5,4,1,4,2,1,3,1,3,3,2,2,4,2,3,2,5,5,4,1,2,1,4,3,3,3,5,4,4,2,1,3,2,5,1
2015-03-28 15:09:16,34,675,67,389,25,780,74,34,47,113,87,67,7,723,54,739,3,63,3018,47,3,2,3,2,2,2,1,5,2,3,2,3,5,4,2,1,1,1,2,2,1,5,1,5,1,3,2,4,4,3,3,4,4,3,1,4,3,3,3,4,5,1,2,2,3,3,4,3,5,3
2015-03-28 15:10:49,2,25,88,225,13,1230,88,27,66,79,88,65,7,686,5,728,3,12,1024,40,3,3,3,4,3,3,3,4,4,5,5,2,4,2,3,4,4,4,4,4,3,4,2,4,3,4,3,4,4,2,3,3,4,3,3,4,3,2,4,3,5,3,5,2,4,2,4,2,5,4
2015-03-28 15:13:47,50,500,70,250,50,600,50,27,50,100,10,50,7,750,50,750,2,50,0,45,1,1,1,1,5,5,5,1,5,5,5,1,4,3,1,5,5,5,5,3,5,1,5,5,1,3,5,5,5,5,4,1,5,5,3,5,1,5,4,5,1,5,5,1,4,1,4,1,5,4
2015-03-28 15:18:20,67,388,51,427,67,723,97,8,22,76,83,783,7,666,59,678,3,48,4001,34,3,2,3,1,4,2,2,2,5,3,4,4,4,3,3,2,5,4,1,2,4,3,1,4,2,2,3,1,2,3,1,2,2,3,1,2,3,3,1,2,4,2,2,4,5,2,3,4,5,5
2015-03-28 15:24:47,55,450,72,322,7,456,90,25,56,120,88,34,6,777,15,790,3,17,562,47,2,4,5,3,2,1,2,1,4,5,5,1,5,2,2,4,5,4,4,2,1,5,5,4,1,5,2,2,4,3,4,5,3,5,1,5,5,3,4,4,3,3,2,1,4,3,4,3,5,4
2015-03-28 15:33:50,99,777,55,200,87,359,27,45,99,80,87,55,7,777,27,789,2,55,3399,39,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4,4,3,3,2,3,2,4,3,4,2,3,4,4,3,4,4,3,4,2,4,3,3,4,1,4,4,3,3,2,3,2,4,4
2015-03-28 15:45:57,50,105,52,300,25,750,4,25,46,75,85,2,6,700,20,740,2,22,199,45,1,4,1,5,2,5,1,5,1,5,5,3,5,1,4,5,5,5,5,5,1,5,1,5,1,5,1,5,5,5,5,3,5,4,4,2,5,1,5,5,5,2,5,1,4,1,5,5,5,5
2015-03-28 15:43:15,7,77,77,200,50,124,60,17,70,70,88,99,6,700,70,700,3,70,78,40,4,1,5,2,4,1,4,4,4,2,5,2,5,4,3,4,5,4,4,1,1,5,4,5,1,5,1,5,5,5,5,4,5,1,3,1,5,4,5,5,5,1,5,4,5,1,5,4,5,5
2015-03-28 15:37:16,99,27,88,122,90,125,70,45,67,120,87,70,6,789,84,721,3,50,3000,40,1,5,1,1,1,5,1,2,4,5,4,2,4,2,4,3,2,1,3,4,3,4,1,3,2,3,2,2,4,1,3,3,3,3,1,2,2,2,3,3,3,2,3,2,3,4,2,1,3,2
2015-03-28 15:40:35,8,999,55,101,99,1233,99,8,99,70,88,7,7,700,99,700,3,67,3000,50,2,3,4,2,4,1,3,4,3,3,3,3,4,2,1,3,3,2,2,4,4,3,1,4,1,4,1,4,4,3,4,2,5,2,5,2,4,3,3,4,4,2,4,3,4,2,5,3,4,4
2015-03-28 15:42:24,2,2,45,101,8,1233,20,28,28,100,85,85,7,700,50,701,3,56,78,32,1,5,3,4,4,1,2,4,2,5,4,2,4,4,3,3,3,2,4,2,3,3,3,3,3,3,2,4,4,2,4,3,2,3,2,4,4,4,3,5,5,1,5,1,5,1,5,5,5,5
2015-03-28 15:52:24,45,857,64,327,75,635,98,27,52,100,89,99,6,777,2,601,3,3,4011,59,4,3,3,2,4,2,4,2,5,2,5,2,5,2,4,5,4,4,4,4,3,3,4,3,3,3,3,3,4,3,5,1,5,1,4,1,5,3,4,4,5,3,5,3,5,1,5,5,4,5
2015-03-28 15:53:48,1,1000,48,250,2,124,100,8,99,99,89,2,6,700,50,700,3,3,4011,50,4,1,5,1,5,1,5,4,3,1,1,5,5,3,3,1,3,1,2,1,1,5,3,5,1,4,1,3,4,5,4,1,5,3,3,4,5,1,3,3,5,1,5,1,5,1,5,3,5,5
2015-03-28 16:01:19,13,13,89,111,13,1104,13,13,13,89,89,13,7,666,13,666,2,13,89,44,2,4,4,4,3,2,2,3,2,4,4,3,4,3,2,3,5,4,4,3,3,2,2,4,2,4,3,4,3,3,3,2,3,3,2,4,4,4,4,3,3,4,3,4,2,3,2,2,4,3
2015-03-28 15:58:14,50,50,50,50,50,124,50,49,50,61,81,50,6,601,50,601,2,50,78,50,2,4,4,4,4,2,1,3,5,4,2,4,2,5,5,1,2,1,1,1,4,3,4,2,1,2,2,5,2,2,4,1,5,2,3,1,5,3,4,4,5,1,5,1,5,1,5,5,5,5
2015-03-28 15:56:48,10,1000,50,200,10,136,99,25,50,120,85,50,6,601,77,700,3,9,800,50,4,1,5,2,4,1,4,3,3,2,2,4,4,3,2,2,4,3,4,1,1,5,3,4,2,2,1,4,4,4,3,2,4,2,3,1,3,2,3,3,3,1,4,2,3,1,4,2,4,3
2015-03-28 16:07:32,85,79,47,256,85,799,85,7,21,100,85,85,6,700,85,700,2,85,1024,50,2,3,5,3,4,3,4,3,5,3,3,3,5,3,3,1,3,2,3,5,4,4,2,4,3,4,2,5,5,5,3,4,4,1,4,1,3,3,4,5,3,2,5,2,4,2,4,3,4,4
2015-03-28 16:19:03,50,500,65,450,50,1000,50,25,50,90,85,50,7,700,50,700,2,50,2000,45,1,5,1,5,1,5,1,5,1,5,4,2,4,2,5,4,4,4,4,2,2,2,2,3,5,5,5,2,5,3,2,2,4,4,2,2,4,2,2,4,3,2,5,1,5,2,4,2,5,5
2015-03-28 16:09:57,99,648,98,453,189,584,39,38,85,68,83,39,7,673,43,739,3,2,4003,48,1,5,1,4,1,5,1,5,1,5,5,2,5,1,4,5,5,5,5,5,2,1,4,4,1,4,5,5,4,3,3,5,5,4,1,5,2,2,1,3,4,1,5,1,3,1,5,4,4,5
2015-03-28 16:17:21,48,972,52,232,84,150,82,32,91,74,81,69,7,651,14,720,3,13,1128,59,2,2,4,2,4,4,4,3,3,4,3,3,4,3,2,3,0,2,3,2,1,4,3,4,2,4,2,4,4,3,4,2,4,1,4,2,5,1,4,4,3,4,4,3,3,1,2,2,4,3
2015-03-28 16:15:01,13,93,93,250,13,786,93,13,25,70,75,70,7,450,50,625,2,85,4000,50,3,3,3,4,2,4,2,5,2,5,4,4,4,4,3,3,3,3,3,3,4,3,1,3,4,2,3,4,3,3,2,1,4,4,2,4,4,2,3,3,3,3,2,3,4,4,2,1,3,3
