submittime,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
2015-03-30 23:49:17,50,500,77,250,50,777,50,35,50,100,85,50,7,700,50,700,3,50,2006,45,3,3,3,3,3,3,2,5,5,4,4,3,5,3,2,4,4,4,5,4,3,3,3,4,2,4,3,2,4,3,3,3,4,3,2,2,3,3,4,3,2,3,4,3,3,2,3,2,5,3
2015-03-30 23:51:24,10,5,55,200,5,534,8,11,98,75,85,50,7,700,50,750,2,25,3200,40,1,4,3,4,2,4,1,4,2,5,4,3,5,2,3,3,3,2,3,3,2,3,3,4,3,3,3,4,3,3,4,1,4,2,4,1,5,2,5,5,2,3,2,4,3,3,3,1,4,3
2015-03-30 23:55:31,32,478,89,261,77,1010,5,43,78,87,83,20,6,692,21,729,3,99,2746,51,3,1,2,3,4,1,4,3,3,3,5,1,5,2,3,4,5,5,4,5,1,4,3,4,2,3,2,3,5,3,2,2,5,5,2,2,5,4,3,5,2,3,4,2,4,2,5,3,3,5
2015-03-30 23:52:18,33,135,78,688,65,755,78,33,55,68,78,44,7,766,65,555,2,44,755,54,1,3,2,4,2,2,1,5,1,5,4,2,4,1,4,4,5,5,5,4,2,4,4,4,2,4,2,4,4,2,2,5,3,5,2,5,4,5,2,4,4,1,5,1,4,1,5,2,2,5
2015-03-30 23:54:28,2,3,55,234,2,124,2,45,2,134,89,2,6,765,2,698,2,2,774,31,5,1,5,1,5,1,4,2,4,1,3,3,4,5,2,2,1,1,2,1,1,5,1,5,1,4,1,5,4,4,3,3,4,2,3,2,3,3,5,3,2,3,3,2,4,2,4,2,3,4
2015-03-30 23:52:55,2,80,66,250,12,800,24,9,69,120,88,32,6,770,20,666,2,22,2000,50,5,1,5,1,4,1,5,2,5,2,2,4,5,2,4,1,5,5,4,4,4,4,4,3,3,4,2,4,4,4,3,3,5,3,2,3,4,3,2,4,5,1,5,2,5,1,5,5,4,5
2015-03-30 23:56:05,33,839,45,345,4,345,64,40,34,87,81,3,6,700,7,700,3,3,87,50,4,2,5,1,4,1,4,2,5,2,1,4,2,4,1,2,2,2,2,2,1,4,1,5,2,4,2,4,4,5,5,2,5,2,3,2,3,1,3,4,3,1,5,1,5,1,4,3,4,5
2015-03-30 23:57:18,27,74,86,250,35,1198,21,8,64,120,85,54,6,760,30,780,2,32,2078,42,3,2,3,2,3,1,2,2,4,3,2,4,4,2,1,1,2,2,2,2,2,3,4,3,2,2,3,3,2,3,2,5,2,5,1,5,2,4,2,1,5,1,5,1,5,1,5,4,5,5
2015-03-31 00:18:55,50,500,71,300,50,1111,99,43,50,100,85,99,7,700,48,700,2,52,777,45,1,5,1,5,2,1,2,5,1,5,1,5,1,5,1,1,1,1,1,1,1,3,1,5,3,5,5,3,5,5,5,1,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,4,5,5
2015-03-30 23:59:02,74,597,98,300,7,799,64,49,94,89,89,72,7,756,84,756,3,85,854,45,4,1,4,2,2,2,4,3,4,4,4,2,4,3,4,4,3,4,4,3,1,4,4,4,2,4,2,2,2,2,4,4,4,2,3,4,5,2,5,3,4,5,4,4,2,2,3,3,3,3
2015-03-30 23:58:42,24,999,45,345,23,456,32,8,67,70,89,22,7,700,50,700,3,45,78,50,2,3,4,4,4,3,4,5,3,4,4,3,4,3,3,4,3,3,4,3,2,4,3,4,2,4,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,2,2,2,3,3
2015-03-31 00:11:58,68,573,57,413,78,587,29,45,67,124,87,47,7,768,35,614,3,58,3165,56,2,3,5,2,4,3,4,1,5,3,5,4,2,2,2,4,4,4,3,2,3,2,1,5,4,4,4,4,5,3,5,4,4,1,4,2,5,2,5,5,5,1,5,1,4,1,5,5,3,5
2015-03-31 00:08:33,76,555,45,121,5,333,98,49,2,100,85,30,6,700,90,700,2,50,4000,45,3,2,4,3,4,2,4,4,4,3,2,4,3,3,4,3,4,2,2,2,1,4,2,5,3,4,2,4,4,4,4,2,4,3,4,3,4,4,2,4,4,1,5,2,5,1,5,5,5,5
2015-03-31 00:15:50,3,3,47,333,72,557,75,9,87,120,88,45,7,667,34,778,2,66,78,52,3,5,4,2,4,2,3,2,4,3,4,3,4,3,4,4,4,2,4,3,5,5,4,5,2,4,2,4,4,4,3,4,4,4,1,4,4,3,3,2,2,2,5,2,4,2,2,2,4,4
2015-03-31 00:14:28,97,546,53,300,56,582,12,43,27,78,83,20,7,700,8,700,2,30,3897,45,4,3,4,3,4,2,4,3,4,3,1,4,2,5,2,1,1,1,1,1,2,5,3,4,2,3,1,5,5,4,5,3,5,1,3,2,3,1,4,4,5,1,5,1,4,2,5,4,5,5
2015-03-31 00:18:04,53,667,78,355,32,958,77,23,87,132,81,44,7,678,13,678,3,99,256,32,4,2,4,2,4,2,4,3,4,3,1,5,2,4,2,2,1,1,2,1,5,5,2,4,1,3,1,5,4,5,4,2,5,2,3,2,4,3,4,4,4,1,4,1,4,2,5,4,5,3
2015-03-31 00:18:40,5,100,55,499,7,3,5,9,8,70,87,7,7,700,4,700,3,7,88,40,1,4,2,4,4,5,1,5,2,5,5,2,5,2,5,5,2,4,5,1,1,5,1,5,1,5,1,5,5,3,1,4,5,2,1,5,5,5,2,4,1,3,5,1,4,1,1,1,5,4
2015-03-31 00:47:17,69,777,69,400,69,124,69,28,69,69,85,69,6,777,69,777,2,69,316,50,4,4,3,3,2,3,2,5,2,4,5,2,5,1,4,5,5,5,5,4,4,4,2,2,5,2,3,1,2,3,3,2,3,3,3,3,5,4,3,4,4,3,4,3,4,4,2,3,5,3
2015-03-31 00:20:09,23,23,51,130,23,321,23,23,23,64,81,23,7,700,23,700,2,23,1012,33,3,3,4,3,3,3,3,3,3,3,2,4,4,2,4,4,3,2,3,4,1,5,3,4,1,4,2,5,5,4,3,3,5,3,2,3,4,3,3,2,3,2,4,2,4,2,4,3,5,4
2015-03-31 00:22:45,2,55,55,123,2,124,2,8,2,63,88,2,6,611,2,611,2,2,777,31,1,1,2,5,5,3,1,4,1,2,5,5,4,3,5,3,4,3,3,3,3,3,1,5,3,5,3,4,3,2,3,4,2,4,3,1,2,3,2,3,2,1,5,2,5,1,5,2,4,4
2015-03-31 00:31:31,34,490,57,200,69,125,2,30,77,63,81,2,6,700,39,700,3,68,4000,50,4,1,4,2,4,2,4,2,4,3,4,3,4,4,4,3,4,3,4,1,2,5,3,4,2,3,2,4,2,3,4,2,3,2,4,1,4,1,4,4,4,2,4,2,4,2,4,3,3,3
2015-03-31 00:27:19,50,500,55,300,60,500,60,40,90,30,70,10,6,700,20,601,2,15,800,40,3,3,5,3,5,3,1,3,1,5,3,1,3,5,1,3,3,3,3,3,5,2,1,5,1,5,3,5,5,5,4,3,3,1,3,3,3,4,5,5,1,2,1,3,3,1,3,1,3,3
2015-03-31 00:25:10,50,500,64,250,50,124,50,33,50,70,85,50,6,700,50,500,3,50,2000,45,3,2,3,3,1,3,1,4,2,5,5,3,5,2,3,3,4,3,3,4,2,2,2,4,2,4,3,3,4,3,3,3,4,4,2,4,4,3,3,3,4,2,3,3,3,2,4,3,4,3
2015-03-31 00:29:13,28,500,54,200,50,250,2,49,10,120,85,55,6,700,70,750,2,90,4000,45,1,3,4,3,3,3,3,4,2,3,5,2,5,4,4,5,5,5,5,3,2,3,3,5,0,5,2,4,4,4,5,4,4,4,2,4,4,3,5,4,3,3,4,3,4,3,2,3,4,4
2015-03-31 00:31:36,22,122,77,145,69,123,33,32,22,69,81,7,7,700,70,788,2,22,79,44,4,1,4,2,4,3,3,2,4,4,5,1,5,1,5,3,4,3,5,5,4,3,3,3,2,3,4,4,4,4,5,1,4,3,5,1,5,1,5,4,4,5,5,3,4,5,3,3,5,4
2015-03-31 00:36:17,24,888,90,190,25,132,35,47,50,98,87,55,7,768,39,743,3,72,2015,54,5,1,5,1,5,1,5,2,5,1,3,2,2,3,1,2,3,3,2,0,1,5,1,4,1,4,1,4,5,4,4,4,5,1,4,2,4,3,4,5,4,2,5,2,5,1,4,4,4,5
2015-03-31 00:36:35,53,455,62,333,28,537,85,12,46,137,81,99,6,722,3,699,3,52,3985,43,3,2,3,3,4,2,3,3,3,4,4,3,4,2,4,3,3,3,4,3,1,4,2,4,2,4,2,4,4,4,4,2,4,3,4,1,4,1,4,3,4,3,4,3,3,1,3,3,4,4
2015-03-31 00:39:55,74,367,47,258,26,513,41,42,89,61,83,12,6,673,34,698,3,76,1285,45,2,4,2,4,2,3,1,4,2,2,4,2,4,3,4,4,3,3,3,3,2,4,1,5,2,3,2,4,4,4,2,4,3,2,2,5,4,2,4,3,4,3,3,3,3,3,4,4,4,3
2015-03-31 00:39:42,50,227,55,412,16,124,54,27,19,90,81,10,5,700,90,720,3,97,227,40,3,3,4,4,4,2,2,4,3,5,2,4,4,4,4,1,4,2,1,1,1,4,1,4,1,5,2,3,5,3,5,2,3,1,2,2,4,1,4,4,4,5,3,3,5,2,4,3,5,5
2015-03-31 00:46:11,7,7,56,333,7,333,7,56,7,120,88,7,7,777,7,777,3,7,56,49,3,3,2,3,3,4,2,3,2,5,5,2,5,3,3,4,4,4,4,5,3,3,1,4,2,5,3,4,3,3,4,1,4,4,2,2,4,3,4,3,2,3,4,2,5,2,3,3,5,5
2015-03-31 00:40:48,55,675,57,124,75,1111,34,18,68,84,87,44,7,788,54,765,3,23,3546,47,2,5,2,4,2,2,2,3,3,5,4,3,4,1,3,3,4,4,4,4,3,3,2,3,3,2,3,3,2,2,3,4,4,2,2,4,2,3,2,3,5,1,4,1,5,1,4,5,4,5
2015-03-31 00:44:48,16,67,45,200,89,125,65,49,90,68,81,34,7,700,45,703,3,34,78,40,1,4,2,4,3,4,1,5,1,5,5,2,5,5,4,5,5,5,3,5,1,4,1,5,1,5,2,5,5,3,3,4,2,5,3,4,3,3,3,3,3,3,4,2,3,3,4,2,5,3
2015-03-31 00:45:03,50,500,33,400,50,123,50,7,50,100,88,50,6,700,50,700,2,50,100,40,2,2,3,5,2,4,2,4,1,4,3,3,3,3,2,2,2,2,3,3,2,3,2,4,3,2,3,3,3,3,4,2,2,2,4,3,4,3,4,4,3,4,4,4,3,2,3,2,4,3
2015-03-31 00:43:30,53,2,87,235,8,555,98,23,60,139,82,63,7,669,33,789,3,66,709,33,4,5,1,5,1,5,1,5,2,5,4,1,4,1,4,4,4,4,4,5,5,1,4,2,4,1,5,4,4,5,1,1,5,1,1,1,4,4,4,4,5,1,5,1,2,1,4,5,5,3
2015-03-31 00:49:56,63,63,63,163,63,163,63,36,63,63,81,63,6,663,63,663,3,63,163,36,2,2,4,3,4,2,4,5,1,4,2,4,3,5,3,2,2,1,4,1,3,5,4,4,2,3,1,4,3,2,4,3,5,3,3,4,4,1,2,3,4,2,4,3,3,2,4,3,4,4
2015-03-31 01:03:07,50,500,66,250,50,559,50,28,50,40,85,50,6,700,50,700,2,51,1700,45,1,2,2,3,1,1,1,5,2,4,5,2,1,2,1,2,1,1,1,3,2,3,3,5,3,3,3,3,5,4,4,1,3,4,5,1,3,2,2,5,5,1,4,1,4,1,5,3,5,3
2015-03-31 01:00:20,78,78,78,178,78,150,78,8,78,78,85,78,7,700,78,700,3,78,78,40,1,3,4,3,2,2,2,5,1,2,1,5,3,5,1,1,1,1,1,1,1,4,2,5,4,4,2,5,4,4,3,1,3,1,3,3,4,1,3,4,4,2,4,3,4,4,4,4,3,3
2015-03-31 00:53:55,50,20,76,101,9,150,40,20,80,61,88,2,7,657,90,670,2,62,78,59,3,3,3,4,3,3,1,4,2,4,4,3,4,2,4,3,4,2,4,3,2,3,4,4,3,3,3,3,4,3,4,1,4,3,3,1,4,2,4,3,4,3,4,2,3,4,3,3,4,0
2015-03-31 00:52:08,50,50,50,101,50,124,2,8,99,67,83,7,6,705,2,799,2,4011,4011,31,3,1,5,1,5,1,3,2,4,2,2,4,4,3,2,3,1,1,1,2,1,5,1,5,1,4,1,4,4,4,3,3,4,1,2,2,4,1,3,3,5,1,4,1,5,2,5,4,5,5
2015-03-31 00:54:38,99,687,77,300,98,196,78,24,64,70,82,66,7,700,92,680,3,24,946,40,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,2,4,2,4,2,4,3,3,3,3,3,3,3,2,2,4,3,3,4,3,3,3,4,3,3,3,4,2,4,3
2015-03-31 00:53:16,24,99,54,332,89,653,31,41,99,88,84,2,6,700,90,699,2,4,78,44,4,3,4,2,2,2,4,3,4,3,4,2,5,3,3,3,3,2,3,2,1,5,3,4,1,2,1,4,4,4,2,1,4,3,2,1,5,2,5,4,3,2,5,1,4,1,4,2,4,5
2015-03-31 00:58:08,21,374,74,374,21,741,21,47,96,139,82,41,5,750,86,612,3,54,3294,54,4,4,3,3,1,4,1,4,2,5,3,4,4,2,2,4,4,4,4,2,5,2,4,2,4,2,5,2,2,2,3,3,3,5,3,5,1,5,1,4,5,2,5,1,4,1,4,4,2,4
2015-03-31 01:00:32,50,500,55,250,50,234,50,45,50,80,85,50,7,700,50,700,2,50,666,50,5,4,3,2,2,3,3,5,1,5,3,2,4,3,3,2,3,2,2,1,1,3,2,4,2,4,3,5,4,3,2,2,4,1,3,2,3,3,1,4,3,3,4,1,3,1,3,2,2,5
2015-03-31 01:22:53,50,666,74,250,10,1230,10,49,50,100,89,10,7,780,10,700,2,50,758,59,3,3,3,3,2,3,3,3,3,4,3,4,1,3,5,1,4,2,3,2,4,2,5,1,4,1,4,3,3,2,1,5,3,3,1,5,3,5,1,3,4,3,2,3,3,2,3,3,1,3
2015-03-31 00:57:08,99,99,50,200,99,124,2,49,49,66,88,88,7,700,7,700,3,3,333,33,2,5,4,4,3,2,2,5,1,4,4,2,2,2,4,3,4,3,5,4,2,4,1,4,2,5,2,2,4,3,3,3,3,3,1,4,4,3,3,3,4,1,5,1,4,1,5,5,5,4
2015-03-31 01:02:23,32,424,58,349,6,234,99,25,40,65,84,32,6,735,50,684,3,94,542,40,4,1,4,2,4,2,3,3,4,4,3,4,4,2,4,4,4,3,4,3,1,5,3,5,2,5,2,4,4,4,4,2,4,4,2,5,4,2,3,3,4,3,4,3,4,2,3,3,3,4
2015-03-31 01:02:28,57,987,73,499,98,1142,83,49,76,78,88,98,7,748,99,499,3,25,3678,43,1,2,2,4,3,1,1,5,2,5,1,4,4,1,1,1,1,1,1,1,1,3,1,5,3,3,3,3,4,5,5,1,5,1,4,1,4,3,4,5,4,1,5,1,5,1,5,4,4,5
2015-03-31 01:05:09,11,111,55,300,50,1000,50,49,51,100,85,51,7,700,49,700,3,90,2045,45,3,3,3,3,3,2,5,3,4,3,4,3,4,2,4,4,5,4,4,4,1,4,2,4,2,4,2,4,4,3,4,2,3,3,3,2,4,3,4,2,4,2,5,2,4,1,3,4,4,4
2015-03-31 01:09:48,2,2,45,101,2,124,2,8,2,61,81,2,6,601,2,601,2,2,78,31,1,4,2,4,2,3,1,4,1,5,3,3,4,3,4,2,5,4,3,3,1,2,2,4,4,3,2,3,3,3,2,3,3,1,2,2,4,2,4,3,4,1,2,1,1,5,2,1,1,1
2015-03-31 01:07:01,53,497,64,328,46,189,79,8,2,135,85,3,6,700,50,799,3,5,3789,45,5,1,5,2,5,1,5,5,1,3,1,4,3,5,1,1,2,1,1,1,1,5,3,5,1,5,1,5,5,5,3,3,5,5,2,1,4,3,3,3,3,1,5,1,4,1,4,3,4,5
2015-03-31 01:12:15,50,500,45,350,50,600,50,50,100,100,90,99,7,700,500,700,3,50,4000,45,1,5,2,4,2,3,1,4,2,5,4,1,5,1,5,5,5,4,5,4,4,1,4,2,4,3,5,2,1,2,3,1,4,3,1,3,5,3,3,2,5,3,5,2,2,1,4,4,5,4
2015-03-31 01:16:06,20,1000,54,456,47,576,45,18,34,99,86,53,6,634,34,623,2,34,3876,46,1,3,3,4,3,3,1,4,2,4,4,2,4,3,3,4,4,3,4,3,4,4,1,4,2,5,1,4,4,4,4,3,4,3,2,3,3,3,4,4,3,3,4,2,4,2,3,2,4,3
2015-03-31 01:22:05,67,950,54,250,67,1000,67,37,67,80,85,67,7,700,67,700,3,67,777,50,3,1,5,3,5,1,5,4,3,2,2,3,4,3,2,1,2,1,2,4,1,5,1,4,1,5,1,4,5,5,4,3,5,1,3,3,4,1,4,5,5,1,4,1,4,1,4,3,5,4
2015-03-31 01:24:42,8,15,22,400,88,124,99,8,12,49,81,85,6,700,80,601,2,22,92,33,3,3,2,3,2,2,1,3,3,4,5,1,5,4,3,5,4,4,5,4,3,2,2,3,3,4,3,4,2,3,4,2,5,4,2,4,5,3,1,3,5,2,4,3,4,2,5,5,5,4
2015-03-31 01:28:57,9,321,57,101,77,782,2,49,23,66,88,69,7,601,8,700,3,82,225,44,1,5,3,5,2,2,1,5,1,5,3,2,4,1,3,3,4,2,2,4,1,4,1,4,1,4,1,0,4,4,4,2,5,3,3,3,5,3,4,5,5,1,4,1,5,2,4,4,5,5
2015-03-31 01:32:53,99,999,99,997,99,999,99,79,99,99,79,99,7,799,99,799,1,99,999,29,1,1,5,5,3,1,1,1,5,1,3,3,1,5,5,5,5,1,1,1,3,5,1,5,1,5,1,5,5,5,5,1,1,1,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5
2015-03-31 01:47:49,7,700,72,400,350,127,72,7,99,79,87,35,7,700,100,657,3,2,79,39,4,1,4,2,5,1,4,3,4,3,1,4,3,4,2,2,3,2,3,2,2,5,1,4,3,4,2,4,4,4,3,1,5,1,3,2,3,3,3,4,4,2,4,2,3,2,3,4,4,4
2015-03-31 01:39:39,72,127,69,413,21,742,50,24,9,78,89,62,6,649,51,782,2,1,4012,42,3,4,3,5,2,3,2,4,2,3,2,3,3,3,2,2,1,1,1,3,5,5,1,4,1,4,1,4,4,4,4,1,2,3,2,4,5,3,5,4,4,2,5,2,4,2,1,4,4,4
2015-03-31 01:33:39,50,599,56,258,50,999,50,49,50,100,85,50,7,700,50,700,3,50,2000,50,1,3,2,3,3,3,2,4,2,4,3,3,4,2,4,3,4,4,4,3,1,4,1,4,2,4,3,4,4,4,3,1,5,2,4,3,4,3,4,3,3,3,4,2,4,2,4,3,4,4
2015-03-31 01:36:01,42,574,57,144,64,1024,75,36,10,121,87,81,7,700,92,765,3,5,2048,55,1,4,4,4,2,2,2,5,2,4,4,5,2,5,1,1,2,2,1,1,1,5,1,5,2,5,3,4,5,5,4,3,5,1,2,5,4,1,4,5,2,3,5,2,4,1,4,1,5,4
2015-03-31 01:36:58,500,350,50,250,45,130,50,49,75,100,85,50,7,650,75,700,2,70,400,45,1,4,5,5,4,2,1,5,2,4,4,3,4,4,1,1,1,1,1,1,1,4,1,4,1,5,1,5,4,4,3,4,4,4,1,4,2,1,4,3,3,1,4,1,3,1,4,1,5,3
2015-03-31 01:39:41,73,713,66,250,17,777,63,27,5,72,85,50,7,700,27,725,3,52,174,45,1,2,2,4,3,2,1,5,1,5,3,3,3,2,2,3,3,3,3,3,2,3,1,5,4,4,3,4,4,2,4,2,4,2,3,2,3,2,2,4,5,1,5,1,5,1,5,5,4,5
2015-03-31 01:43:39,99,999,77,450,50,732,72,37,82,100,84,92,7,700,70,700,3,54,3000,45,1,4,1,4,1,2,1,5,1,5,2,3,4,2,1,2,3,3,4,3,3,2,4,4,5,4,5,4,2,2,2,1,5,3,1,3,5,5,2,4,4,4,3,2,4,2,4,4,4,3
2015-03-31 03:08:59,9,9,55,90,9,567,23,10,9,69,89,99,7,700,9,700,3,9,1234,40,4,3,4,2,3,3,2,5,1,4,5,2,4,4,3,3,3,4,5,3,5,4,1,4,3,5,3,5,4,5,3,2,3,2,3,3,3,3,3,5,2,3,3,3,3,2,5,3,5,3
2015-03-31 01:51:23,12,20,88,300,23,555,88,20,88,88,88,23,7,700,88,700,2,88,88,45,4,1,4,2,5,2,4,1,5,2,4,3,4,4,4,4,4,3,4,2,2,4,2,4,2,3,2,3,3,3,4,5,5,2,2,3,4,1,2,4,3,2,4,2,5,1,5,2,5,4
2015-03-31 01:49:35,96,108,78,430,57,900,34,45,3,132,87,1,7,721,75,620,2,53,3056,48,4,3,3,3,2,3,2,3,4,4,4,2,4,2,2,2,2,2,2,3,2,4,2,4,2,3,2,5,4,4,4,2,4,4,2,4,3,3,4,3,4,2,4,2,4,2,4,4,4,3
2015-03-31 01:49:34,4,4,44,444,4,444,4,44,4,121,85,4,7,700,4,700,2,4,444,44,2,4,2,4,2,4,1,5,2,4,4,2,5,2,4,4,4,4,4,4,2,3,4,4,2,5,2,4,5,4,4,2,4,2,3,2,4,2,4,4,5,2,5,2,4,1,4,5,5,5
2015-03-31 02:00:02,6,866,65,328,88,590,94,36,32,129,83,60,6,653,48,791,2,73,174,44,1,5,2,1,2,4,1,5,1,5,3,2,1,1,3,3,3,2,3,4,1,3,2,1,2,3,1,3,3,4,3,3,2,3,3,3,5,3,4,3,5,1,1,1,5,1,3,3,5,5
2015-03-31 01:58:08,67,597,88,230,50,765,77,49,56,89,85,27,6,754,82,654,3,52,3459,54,3,4,3,3,4,2,2,4,2,4,3,2,4,1,3,3,4,4,4,4,2,4,3,4,2,4,3,3,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,2,4,1,4,4,4,4
2015-03-31 02:00:12,4,57,55,300,68,578,80,36,78,98,89,40,6,678,87,700,3,67,972,56,3,4,4,0,4,3,3,5,1,4,4,3,4,2,3,4,4,2,5,2,2,5,2,3,2,3,2,4,3,3,0,4,4,2,1,4,4,3,4,4,2,2,4,1,4,2,3,2,3,4
2015-03-31 02:03:42,6,87,45,120,50,130,50,20,50,70,85,50,7,700,50,700,3,50,100,40,2,4,3,5,3,3,4,4,3,5,2,5,3,2,3,5,4,4,1,4,1,5,1,5,1,5,1,4,5,5,4,4,5,4,2,5,3,3,3,3,4,1,5,1,4,1,5,4,5,4
2015-03-31 02:06:46,2,2,45,101,2,124,2,8,2,61,81,2,6,601,2,601,2,2,78,31,1,3,4,3,4,4,3,4,1,2,4,3,5,3,3,2,3,1,3,2,2,3,1,4,1,3,2,4,4,4,4,1,4,1,5,1,4,1,4,4,4,2,4,2,3,2,4,3,5,4
2015-03-31 02:06:20,47,59,86,459,97,687,56,35,87,126,85,13,7,713,89,697,3,98,3542,45,1,3,2,4,1,3,1,4,2,4,2,3,3,5,2,1,2,1,3,1,4,2,4,2,4,2,4,3,2,2,4,3,4,3,3,3,4,2,3,4,5,2,5,1,5,1,4,4,4,5
2015-03-31 02:06:14,88,888,88,420,88,888,88,42,88,88,88,88,7,777,88,777,3,88,420,55,4,4,4,5,3,1,1,1,5,4,2,5,3,2,4,1,2,1,3,2,1,5,2,4,2,1,2,5,2,5,5,5,5,3,1,5,3,1,1,2,4,1,5,1,5,1,5,4,5,5
2015-03-31 02:13:32,50,100,66,250,50,568,50,20,50,70,85,50,7,700,50,700,3,50,100,39,2,5,5,3,4,3,3,4,2,3,2,4,3,3,3,3,3,3,3,3,5,3,2,5,1,4,2,4,4,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,4,3,2,3,3
2015-03-31 02:16:20,78,540,46,350,85,256,12,48,68,121,86,23,7,605,95,756,3,56,1648,48,2,3,2,4,3,4,2,5,4,4,4,4,5,4,5,3,5,4,5,4,4,5,4,4,2,4,4,4,3,2,3,1,3,4,1,3,5,4,5,3,4,2,5,2,5,2,5,4,4,5
2015-03-31 02:15:51,71,989,84,465,75,734,54,25,91,0,85,78,3,700,68,741,3,74,3681,39,3,5,1,5,1,5,1,5,4,5,3,4,3,5,5,4,5,2,4,3,5,2,4,2,4,2,4,1,2,3,1,5,5,4,1,1,5,5,2,2,5,1,5,1,5,1,5,5,5,5
2015-03-31 02:14:04,85,150,55,200,10,234,34,35,95,75,85,90,6,700,35,750,3,65,2345,32,4,3,4,2,4,2,3,3,4,2,2,4,2,2,2,2,2,1,2,1,2,3,3,4,3,4,2,4,4,4,4,2,4,2,4,2,2,1,3,4,4,2,4,2,4,2,4,3,3,4
2015-03-31 02:16:08,52,499,63,273,33,1233,99,40,30,100,87,89,6,678,23,780,2,45,334,50,2,5,3,5,3,5,2,5,1,5,2,4,2,2,1,1,2,1,2,1,3,4,4,2,2,3,4,5,1,3,4,3,4,3,3,2,5,1,4,4,3,1,3,1,4,3,5,3,5,3
2015-03-31 02:15:52,58,437,69,364,2,756,76,38,87,72,85,45,4,746,34,603,2,77,3567,27,4,1,4,1,5,1,4,2,5,1,4,1,2,4,2,3,3,2,3,1,2,5,1,5,1,4,2,4,5,4,1,0,1,3,1,5,1,2,1,1,5,2,5,2,4,1,4,5,4,5
2015-03-31 02:18:06,64,489,55,101,99,154,45,11,9,69,88,81,7,700,99,666,3,2,4000,45,1,3,1,5,2,4,1,4,2,5,5,4,3,1,2,3,4,4,3,4,1,3,1,4,3,3,4,4,4,3,2,2,2,4,1,4,4,5,1,2,3,4,3,3,4,4,3,2,5,3
2015-03-31 02:15:59,50,500,77,200,50,124,50,30,50,100,85,50,7,700,50,700,3,50,100,40,4,2,4,2,5,2,5,3,4,3,3,4,4,2,4,4,4,3,4,3,2,4,3,4,1,4,2,4,4,4,4,1,5,3,3,1,4,2,4,2,4,1,4,2,3,2,4,2,5,3
2015-03-31 02:23:54,99,999,99,299,99,2999,99,9,99,99,86,99,6,666,99,666,4,99,299,36,4,1,5,3,5,2,3,1,5,4,2,5,2,4,4,1,3,1,3,1,4,5,3,1,2,4,2,4,4,5,3,5,5,3,1,5,5,5,1,4,5,1,5,1,5,1,5,4,2,5
2015-03-31 02:33:34,50,500,50,350,90,1233,25,10,15,65,85,0,7,700,7,500,3,95,1050,59,2,2,3,3,3,3,1,5,2,5,5,1,5,2,3,3,3,4,4,3,3,2,1,3,3,2,3,3,3,3,4,1,4,3,3,1,5,2,5,4,3,4,3,3,2,2,2,2,3,2
2015-03-31 02:35:03,34,169,66,125,87,654,57,38,83,89,85,50,6,704,42,667,3,61,3025,55,4,4,3,3,4,3,4,3,3,4,4,3,4,3,2,3,4,4,2,3,1,5,2,5,1,5,1,4,4,4,4,4,4,5,3,3,4,3,3,4,2,2,4,2,3,2,4,2,4,3
2015-03-31 02:39:44,21,33,56,178,78,677,45,34,87,78,83,56,6,629,97,645,3,25,854,46,2,5,3,5,3,4,2,5,1,5,5,2,5,2,5,5,4,4,4,3,1,4,3,5,1,4,3,5,5,3,2,4,2,5,2,5,3,3,3,3,2,3,4,3,5,3,4,2,4,2
2015-03-31 02:45:42,50,750,56,200,89,500,44,23,59,70,89,56,7,700,99,700,3,56,583,55,1,4,3,4,2,4,1,5,1,5,5,2,5,2,5,5,2,4,4,4,1,4,1,5,1,5,1,5,5,5,3,3,5,4,3,4,5,2,3,5,4,5,5,3,5,1,4,4,5,5
2015-03-31 02:44:01,50,800,54,250,50,950,50,43,50,75,85,50,6,700,50,650,2,50,2500,40,3,1,3,3,3,1,3,4,3,4,3,5,5,2,3,3,2,2,3,3,5,5,4,5,4,5,2,4,5,4,2,5,4,4,2,5,5,3,3,4,5,4,5,2,4,2,3,5,5,4
2015-03-31 02:38:21,6,6,45,555,6,6666,6,44,6,66,88,6,6,666,6,666,2,6,666,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
