Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
4	21	3928	3	13	2067	4	50	5988	4	33	2641	3	22	2228	3	35	2400	3	31	2078	3	25	3654	3	23	1964	3	32	3074	2	49	3093	4	19	5917	3	4	4087	3	47	3590	3	24	7133	3	17	5322	2	15	4624	3	27	3466	2	1	4790	3	38	3478	2	56	3266	3	51	3563	3	7	6647	4	55	3422	2	8	2666	3	54	2808	2	52	3166	2	28	2667	2	42	5280	2	40	2616	3	12	6121	3	43	2506	3	16	4698	2	11	3244	4	6	2405	3	29	4863	2	48	4990	2	36	6051	3	45	4444	3	41	7276	4	5	3155	3	3	4324	3	14	4072	4	18	3868	3	53	4361	2	34	5050	3	44	2180	3	39	5362	1	2	8349	3	10	3180	2	37	3195	3	9	2871	3	46	1544	2	26	4468	3	20	8374	3	30	1810	1	58	3582	1	61	4434	2	62	6683	2	59	7384	2	57	5506	2	60	4993	NONE	86	258	171	1	2	6	2	6	2	7	1	7	1	3	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	1	1	49	1	1	1	7	1	1	3	Math	2	4	0	0	2	2	3	0	0
2	31	3456	3	53	3980	3	9	3187	3	36	2246	3	12	2083	3	27	2141	2	44	2449	3	28	1997	2	38	3697	2	56	4817	1	55	2702	3	32	2802	3	17	2634	3	14	3223	3	7	3304	2	30	3378	3	23	4449	2	26	2508	3	54	2330	2	43	3852	3	34	2781	2	47	2832	2	37	3995	3	49	4143	3	1	3343	3	40	3030	2	45	4881	3	22	3642	4	6	3442	2	35	2842	3	5	4789	3	46	2321	3	25	2774	3	19	2841	3	24	1746	2	39	3971	2	21	4556	3	33	3590	3	18	3548	3	3	3396	3	41	1914	3	2	5314	2	50	4000	1	16	4381	2	4	3958	3	29	1997	1	52	2827	2	15	9620	3	48	3764	3	20	3007	3	42	2748	3	8	3997	4	11	2692	3	13	5265	2	51	5110	3	10	2600	2	58	9656	2	59	8948	2	60	6099	1	57	4608	1	62	15497	2	61	4572	AU	3	243	273	1	2	1	6	7	2	6	7	6	6	6	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	1	1	65	1	4	4	6	1	1	4	Physics	2	0	0	0	0	0	4	0	0
4	31	3356	3	17	1867	2	34	4215	3	22	1802	1	25	1874	4	18	1583	3	29	2068	1	41	2046	1	54	1897	3	14	6558	1	4	4732	2	44	4093	2	5	2896	3	16	3928	3	1	3775	2	51	3568	3	45	4333	2	20	3677	3	19	2891	2	47	3708	1	46	2739	4	37	3200	3	26	2023	3	6	3812	3	48	4295	2	13	4866	2	15	2984	4	33	5113	3	38	4162	4	27	2000	4	2	3499	4	12	1834	4	36	2973	4	53	4120	4	43	1849	3	28	1865	3	21	3490	1	9	7998	2	10	4230	4	40	3023	3	56	2146	4	23	3965	3	8	3069	4	11	3703	2	24	3905	4	52	2054	2	30	2858	1	35	3374	4	49	2981	4	7	2819	4	32	2398	4	50	4792	4	42	2036	1	3	4992	3	55	6182	3	39	2223	2	57	2826	1	62	3229	2	59	4564	1	58	4209	1	60	3481	1	61	2412	US	107	210	128	1	2	1	3	5	7	6	7	6	7	4	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	1	3	1	21	2	12	2	6	1	1	1	Art	1	0	0	0	0	0	3	1	0
2	15	5460	2	53	4974	3	44	5257	3	4	3240	2	7	6000	2	2	9571	3	47	3540	2	25	6516	2	10	3692	3	33	6155	3	48	4501	3	27	4455	2	21	5807	2	36	7929	3	32	3093	3	54	4805	2	37	7114	2	29	3481	3	41	4489	3	30	3928	2	40	3930	2	45	2778	2	39	6817	4	35	5325	3	22	3710	3	9	12968	2	28	4894	2	16	3707	2	5	3849	2	42	7558	2	55	7019	2	56	3386	3	34	2806	3	50	3282	4	12	3564	2	52	3190	2	14	13737	2	17	3480	3	46	8918	1	3	8655	2	43	2623	2	13	5088	4	24	2598	3	31	5227	3	18	4308	3	26	2448	2	20	4269	4	1	8312	2	51	4852	4	19	2592	4	6	3756	4	11	2934	3	38	2347	4	8	4618	3	49	3322	4	23	2493	2	61	4271	1	57	4538	2	59	6018	1	62	3445	2	58	5072	2	60	2803	US	14	306	189	1	2	5	1	6	3	5	3	7	5	3	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	63	1	2	1	0	0	1	3	communications	0	0	0	0	0	0	0	0	0
4	39	2303	3	8	2232	4	15	3308	4	25	1679	2	7	2955	4	53	1465	3	47	2127	3	30	1715	3	4	2724	4	5	2658	1	48	2831	2	36	2829	4	6	1563	3	27	4118	2	2	3617	4	12	3669	1	44	3018	1	35	1985	1	28	2081	2	29	3918	2	43	2613	2	34	2152	2	14	4577	2	33	2580	1	23	2047	3	50	3251	1	24	2785	1	19	3852	1	51	2010	2	52	3156	2	31	2880	2	37	3369	4	22	2216	2	10	2682	2	42	2565	2	11	1698	1	13	4160	2	20	2831	2	18	3362	4	46	2398	4	40	1798	2	56	2647	4	17	2717	4	41	3354	4	9	3402	4	32	1837	4	55	1283	4	16	3859	3	3	4437	4	21	2020	4	54	2069	4	49	1908	4	1	4597	4	38	3099	3	26	4372	4	45	1471	1	58	3207	1	60	3101	2	61	3467	2	59	3346	2	57	3878	2	62	2895	US	30	175	182	1	1	4	1	1	6	7	2	6	7	3	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	2	1	44	1	12	1	6	1	3	3	English Education	0	0	0	0	0	0	0	0	0
4	49	3558	4	42	3373	4	30	7535	2	55	3979	4	52	4494	4	13	3691	4	4	4136	4	23	2631	4	35	2813	4	20	7497	4	33	5071	4	3	4847	4	40	2966	4	29	5734	2	12	10389	3	43	8049	2	46	5056	2	11	5299	2	15	4735	3	1	10289	2	25	5364	3	48	7470	3	31	5086	3	41	5639	3	50	4573	2	37	6303	2	14	6419	2	26	5350	1	5	3483	4	45	4480	1	47	4181	2	9	8242	4	44	4681	2	24	4158	3	53	4754	2	10	2572	3	8	4709	3	17	14785	2	54	6915	3	18	10237	2	51	4895	2	39	6066	4	22	3674	4	36	8003	3	38	28889	4	7	3024	4	34	4785	4	27	6865	4	2	11851	4	6	3513	4	32	4036	4	21	2693	4	19	2903	4	56	5178	4	16	7709	4	28	2246	1	62	5595	2	58	9618	2	61	17013	2	60	6057	2	59	7067	2	57	10640	AU	6	390	372	1	1	7	5	2	5	6	2	7	6	2	2	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3	3	2	1	21	1	10	1	2	1	1	5		0	0	0	0	0	0	0	0	0
4	48	2839	3	2	3183	4	22	2360	4	37	2119	4	31	2297	4	49	1888	4	54	2051	4	43	1536	2	47	4105	4	5	3656	4	30	4815	4	41	2921	2	36	5415	4	51	3312	4	3	3040	4	11	6824	2	14	9655	3	42	4511	1	8	4760	2	45	4761	1	12	3408	1	24	4472	4	52	4792	3	46	5311	3	44	4007	4	35	1937	3	1	10926	4	23	5420	2	13	4032	2	9	4335	2	53	4296	3	29	3632	1	39	3566	4	21	3255	4	4	5696	4	50	1360	2	55	2776	2	40	8720	4	10	3063	4	19	3783	4	34	2144	3	38	9114	4	25	4135	3	15	3272	4	17	3119	4	16	2921	4	26	3510	3	28	12335	4	33	1856	4	32	1719	4	56	2688	1	6	6663	4	18	1376	4	27	4888	3	7	13683	4	20	1583	1	59	5183	1	62	2927	2	60	7816	2	58	1008	2	57	6334	2	61	4175	GB	21	268	187	1	2	4	1	5	5	7	5	7	6	7	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	19	1	7	2	3	1	1	6	psychology	1	0	0	0	0	0	1	0	0
2	26	2834	3	17	2661	2	27	2973	3	10	2137	3	39	2085	4	32	2014	3	11	1790	3	50	2322	3	8	2283	2	34	2573	1	40	3767	4	45	2646	4	47	1873	4	56	2536	2	52	5793	3	23	3367	2	20	3226	3	37	2367	3	3	2793	2	6	2133	1	22	2741	3	19	2160	4	18	2023	3	29	2083	3	31	2391	4	49	2299	3	30	10524	3	55	5902	2	21	2712	3	9	2137	3	54	9863	3	1	2382	4	53	3223	3	24	2535	2	13	2114	2	25	2356	3	41	2371	3	14	3379	2	36	3009	4	38	2338	4	46	2249	2	33	3397	4	5	2224	4	44	2814	2	42	3765	4	4	2007	3	48	1864	4	15	2255	4	16	3364	4	2	2059	3	28	2210	3	7	2149	3	12	1600	3	43	3152	3	35	6568	4	51	2121	1	57	4398	1	58	8304	2	62	4129	1	60	7865	1	59	5016	2	61	3300	BG	323	200	656	1	1	3	5	3	4	6	3	6	5	4	4	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	2	2	16	1	7	2	6	2	1	0	psychology, astronomy	0	0	0	0	0	0	2	0	0
3	52	22327	3	55	2815	3	31	4309	3	7	2359	2	41	2199	2	18	4048	3	23	2368	3	51	8479	1	30	3665	3	44	5160	2	19	4142	3	6	2991	2	42	2559	3	12	4303	2	22	5822	2	36	9303	3	45	3630	2	47	2814	2	40	3063	3	32	2863	3	48	6144	3	37	3752	3	38	2735	3	13	6256	3	8	4688	3	46	7047	3	5	4966	3	28	3160	3	56	3384	3	27	5846	3	43	5103	3	33	3509	3	54	2950	2	1	47418	4	34	2809	3	35	38334	2	14	5582	3	24	6855	4	25	4311	2	49	7008	3	21	3455	3	26	22494	3	29	6287	3	2	5019	2	17	17287	4	39	3134	2	4	10766	3	50	3822	4	15	3801	3	11	1823	3	53	2598	3	20	3096	3	10	1627	3	9	4135	3	3	5167	3	16	29645	1	59	4329	2	58	8387	2	62	13191	2	57	10112	2	60	5645	1	61	7302	PH	776	448	241	1	2	3	5	6	6	6	6	5	5	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	4	1	2	2	21	1	4	1	1	1	1	4	education	0	0	0	0	0	0	0	0	0
2	30	5088	3	18	3394	3	31	6832	3	35	2873	3	45	2592	2	13	3721	2	42	4769	2	56	1822	2	29	2566	2	6	4260	2	21	4216	3	17	2837	2	27	2432	2	16	5861	2	24	6743	3	7	3392	2	12	7923	2	38	2892	3	36	3090	2	55	5513	2	34	3115	2	19	2958	3	10	2002	3	15	5600	3	4	1975	3	53	3159	2	47	2181	2	3	4177	2	46	3064	3	48	3482	2	23	2630	2	8	3723	2	54	5591	2	5	276955	3	9	3511	3	49	1382	2	40	2768	2	43	3406	2	32	5891	3	33	3644	3	20	2640	2	22	6492	3	50	3724	3	26	2757	3	2	4291	3	28	2403	3	37	1642	3	41	4991	3	11	16416	4	25	3242	3	44	14050	2	1	6959	3	52	1764	2	39	3134	2	51	2756	3	14	2626	1	58	4765	1	62	4078	2	59	14157	1	60	7248	2	57	5834	1	61	2756	GB	39	544	202	1	2	4	5	3	4	6	4	6	7	4	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	1	2	1	19	1	7	1	3	2	1	4		0	0	0	0	0	0	2	0	0
3	30	4566	3	21	2750	4	24	3160	3	56	2316	2	36	3100	4	19	3407	3	35	1699	3	39	1769	2	52	2635	3	26	2801	4	12	3956	3	22	2449	1	17	9502	3	38	2050	2	34	5467	4	15	4445	3	6	4009	3	1	6379	3	43	2766	3	55	3932	2	3	4917	3	23	2761	3	45	3583	3	25	3045	2	11	3343	3	40	2230	2	47	4711	3	32	2603	2	18	3775	3	48	2460	4	27	3043	4	54	2115	4	51	3467	2	2	8386	2	42	2193	4	9	2083	3	49	2101	4	20	16765	2	41	4067	4	29	3207	3	33	1545	4	7	5159	3	53	3235	4	16	6585	3	8	6799	4	28	2315	3	37	1733	4	50	7731	4	44	8134	2	13	2266	4	46	2344	4	10	2569	3	5	2835	4	4	4729	3	31	3352	2	14	1740	1	60	3086	2	57	6709	2	59	3549	1	62	7917	1	61	4133	1	58	6255	US	4	248	196	1	2	4	5	3	4	6	1	3	5	2	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	2	1	2	1	31	1	7	1	6	2	3	3	psychology	2	3	0	2	0	0	3	1	0
3	14	4702	3	56	2027	3	16	2255	4	2	4394	3	1	6979	3	26	2449	3	20	1885	3	12	3947	3	43	1703	3	47	3108	3	35	2302	2	37	13504	3	45	2714	3	10	5007	3	44	4056	3	27	3639	2	30	3435	2	39	2720	2	40	2804	3	18	8139	2	32	4464	3	41	6252	3	46	2465	3	11	4215	2	21	5704	3	22	6704	2	25	3243	3	6	6577	2	28	2775	3	51	3714	3	54	4907	3	49	2063	3	31	4677	2	29	5568	3	19	4163	3	48	3015	3	24	5073	2	52	5103	3	9	3641	3	38	4234	3	5	2587	2	53	10786	3	55	3517	3	36	3593	3	33	4184	3	8	1999	3	50	3961	3	15	3390	3	7	2657	3	42	2330	3	4	2910	3	17	2326	3	3	3252	3	23	3305	3	13	5810	3	34	1818	1	59	5306	1	61	5124	2	62	6344	2	58	9186	2	60	7888	2	57	3740	IN	19	267	229	1	2	7	6	6	6	6	4	7	2	6	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	2	47	1	8	1	1	1	3	4	English	0	0	0	0	0	0	0	0	0
3	26	1880	3	10	3215	3	25	4748	3	11	1887	3	16	2283	3	41	1950	3	3	1761	3	17	1902	3	42	1891	3	4	1933	2	44	4925	3	22	2898	3	31	2954	3	2	9589	2	51	2544	3	36	3287	2	54	2882	2	24	2873	2	32	2867	3	37	3596	2	39	3160	2	47	2859	3	6	5084	3	28	3258	2	14	25620	3	30	4302	2	46	2631	3	38	5112	3	20	2429	4	33	2387	2	5	4250	3	49	2510	3	19	2503	3	9	9374	3	27	1701	3	21	2663	3	40	2554	3	43	18716	3	45	3099	3	48	3164	3	13	2418	3	18	4865	2	7	3567	2	29	8094	2	8	3367	4	12	2592	2	50	2390	2	1	19205	3	55	2942	2	53	3423	3	56	2336	3	23	8078	3	34	2475	3	35	2792	3	52	3750	2	15	7500	1	62	2359	1	61	20215	2	58	6538	2	59	4022	2	57	5134	1	60	3784	IN	634	293	212	1	2	5	2	3	3	5	5	6	6	5	5	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	3	2	2	21	1	8	2	1	1	1	1	physics	0	0	0	0	0	0	1	0	0
3	47	3772	2	35	4791	4	9	3372	3	12	3413	4	31	2840	2	30	7062	2	38	3548	2	24	2248	1	15	3012	2	7	3690	1	53	5841	3	49	2771	2	40	3060	3	33	4857	2	23	5751	3	46	4366	3	1	4907	1	11	3876	3	28	3631	3	27	4862	3	29	3601	2	13	2387	4	48	4159	3	21	3330	2	22	2430	3	8	5059	3	26	3770	3	6	6648	4	2	2470	4	55	2104	4	3	3507	4	45	2123	4	5	3137	4	34	3312	4	37	1736	3	36	2439	4	54	2241	3	32	5685	3	20	5677	2	56	5215	2	18	4412	3	52	4538	2	19	10070	2	16	21619	3	4	4623	4	10	2182	3	43	3159	2	17	3269	2	39	6989	3	50	2928	4	44	2714	3	51	9064	3	14	1934	3	41	4157	3	25	4442	2	42	2252	2	57	10956	2	58	3794	2	62	11354	1	59	4399	2	60	25367	1	61	7008	US	488	304	137	1	2	1	3	5	1	6	7	5	3	7	4	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	1	1	35	1	6	1	6	1	2	2	Business	0	0	0	0	0	0	2	0	0
4	42	3064	3	49	1863	4	33	2599	3	31	1759	2	47	1976	3	2	2784	4	15	2490	3	54	1641	1	22	2136	4	45	2249	2	38	3430	3	39	2329	3	56	1680	3	34	2570	3	20	3847	3	1	3664	3	13	2455	3	3	2720	3	5	2360	4	23	2352	2	53	2830	3	8	1487	4	18	2527	2	4	3944	3	10	1954	3	25	10120	2	43	2842	3	32	1201	3	29	1336	3	11	1742	3	51	1680	3	48	2081	3	37	1937	3	27	2848	4	16	1863	4	6	4296	3	28	1984	1	44	3454	3	12	2048	3	26	2608	3	21	2656	3	24	3105	3	17	3937	1	50	2503	2	35	3199	2	36	2625	3	9	8047	1	52	3098	4	46	3232	2	14	1728	3	19	4112	1	30	1903	3	7	2736	2	41	3263	3	40	2425	2	55	1464	1	61	3256	2	62	5207	1	60	8274	1	57	2791	1	59	4200	1	58	3144	US	6	182	123	1	2	5	5	6	3	6	5	3	5	5	5	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	13	1	1	4	6	2	1	2		0	0	0	0	0	0	0	0	0
2	39	1762	2	1	48494	2	9	2071	2	41	2176	1	35	7305	2	19	4737	2	32	32329	2	52	2620	2	26	1883	3	50	1564	1	28	2492	3	56	18346	1	38	1986	3	12	3523	2	20	4258	3	5	14323	3	44	2644	2	46	1738	2	40	8979	3	43	1540	2	27	2132	3	14	1367	3	47	3338	3	13	7094	2	55	2708	3	16	1948	2	33	1935	3	2	3160	2	11	1669	1	7	2325	3	15	4427	2	18	5166	3	3	224398	3	8	64322	3	17	1330	3	42	1741	2	37	1765	2	29	3340	3	45	2195	2	31	5668	3	30	2826	2	24	4846	3	48	1578	3	36	2226	3	22	3591	3	10	15984	3	53	1782	3	34	2833	3	4	2012	3	6	1279	3	23	1639	3	51	2396	3	49	1086	2	54	6005	3	25	3684	3	21	1550	2	62	1664	2	57	6177	2	60	2203	1	58	2367	2	59	1717	2	61	4590	US	1974	581	264	1	2	1	5	3	6	3	6	6	5	3	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	1	24	1	2	2	6	1	1	1	Psychology	0	0	0	0	0	0	2	0	0
3	34	2577	3	1	3196	4	28	2150	3	20	3968	2	46	2164	3	14	2232	4	56	2159	2	13	2141	2	5	2601	3	47	2925	3	16	5067	4	12	2509	1	7	4802	3	36	2887	3	38	2787	2	17	3791	3	25	4467	2	11	10642	3	39	18984	2	4	13591	3	41	2758	2	33	3690	3	40	2841	3	15	2884	2	42	6417	2	23	7624	3	3	6515	2	19	2690	1	9	1869	2	8	7129	1	53	2418	2	22	3792	3	29	2641	2	44	4442	2	54	3356	2	35	1733	3	52	4392	2	32	4473	2	2	7169	2	49	3033	2	21	2400	2	51	2757	3	30	5059	3	55	3226	3	37	2902	3	48	1967	4	18	2183	4	31	3067	3	43	2825	4	24	2542	3	10	2641	3	27	2074	3	6	1750	3	50	2693	3	45	7519	4	26	3734	1	61	3533	1	60	2672	2	57	2984	2	58	7280	2	59	2845	2	62	2316	US	668	661	402	1	2	5	1	3	5	6	6	7	6	6	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	37	1	7	1	6	2	1	1	Behavioral Health 	0	0	0	0	0	0	0	0	0
1	47	8216	2	24	7088	2	26	8694	3	29	7692	2	36	5230	2	42	5031	3	48	4786	2	52	4754	2	41	4830	3	17	18348	2	32	6308	3	30	4473	1	19	5387	3	46	7654	3	10	8409	4	33	6675	3	16	14306	4	8	5085	3	40	5253	4	6	5023	3	53	6309	3	22	7773	4	4	4823	3	27	10493	3	37	23551	4	9	8677	3	49	9229	4	13	6391	1	20	6595	3	5	4453	4	38	8562	4	56	4303	3	23	8404	3	11	8880	3	15	5918	3	28	3625	3	12	15232	2	14	19681	2	18	16951	3	25	70559	4	21	6086	4	51	7984	3	43	5499	4	55	7500	2	34	11317	2	2	3807	2	44	10252	3	3	11401	4	50	12151	2	45	4536	3	1	17021	2	31	16715	3	54	6122	4	7	11801	3	35	10060	3	39	21956	2	62	16374	2	60	9508	2	61	10704	1	58	10253	1	57	9461	1	59	4197	US	2	618	225	1	1	1	3	7	5	5	6	4	1	4	3	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2	2	2	1	25	1	7	5	3	1	2	2		2	0	0	0	0	0	3	2	0
2	31	2230	3	54	3666	3	20	2270	3	1	4852	3	19	4699	2	56	1943	3	39	3284	2	3	2964	2	40	4424	2	47	2501	3	16	4709	2	50	4042	2	18	2500	3	2	5445	3	46	4550	3	48	2694	3	17	3333	3	9	6243	2	33	13038	3	21	2163	2	41	2293	2	44	2826	2	10	2822	3	13	2483	2	28	2381	3	11	3869	2	24	2506	3	43	3922	2	14	4393	2	42	2097	3	12	2680	3	51	3578	3	27	3091	2	53	3748	3	45	2118	3	5	1545	3	32	3558	2	37	2133	3	35	2843	2	38	6551	3	26	2136	2	30	4382	3	29	2798	3	7	13118	2	22	3400	2	36	2163	2	6	3555	2	34	2424	3	15	2630	3	49	2074	3	4	2176	3	52	3794	3	8	1435	2	23	2200	3	25	5114	3	55	2324	2	58	13526	1	61	2751	2	59	6497	1	60	2769	1	57	141772	2	62	5214	US	15	372	132	1	2	4	4	4	7	4	4	7	4	1	4	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	2	2	1	38	1	12	2	6	1	2	4		0	0	0	0	0	0	0	0	0
3	1	10152	2	7	4684	3	4	7486	4	21	5518	4	51	3348	3	48	3759	2	24	3008	2	32	2652	2	44	4068	3	40	4687	3	14	6421	3	55	5200	3	11	4105	4	45	5005	2	43	7221	3	15	4613	2	5	5379	3	29	3650	3	2	9475	3	6	4167	2	26	6222	4	16	9159	4	9	3990	2	46	3816	2	19	7661	4	3	4686	3	13	5549	2	18	9123	1	35	3782	2	39	3892	2	10	6301	2	27	6417	3	53	8357	2	34	3777	4	12	3581	4	56	2395	2	25	4827	1	41	4057	2	38	6242	4	42	4950	3	33	3287	2	49	9523	4	37	3958	4	31	4644	2	47	4649	2	50	3500	3	30	2622	3	28	5011	3	54	4945	4	8	6139	2	20	5024	4	52	2866	4	22	2641	3	36	4168	3	23	4716	4	17	79377	2	61	4356	1	60	5891	2	59	8221	1	62	4767	2	58	6883	2	57	6421	US	70	400	307	1	1	6	2	4	2	6	4	7	5	5	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	1	2	1	42	1	0	0	7	2	1	3		1	4	4	3	0	0	0	0	0
3	25	6282	3	26	3490	3	13	3973	3	22	3193	2	12	2554	3	39	1818	3	34	3201	3	47	2139	2	14	2773	3	35	11408	4	51	5201	3	17	3071	3	19	2252	3	56	3037	2	33	4411	2	27	3339	3	32	5864	2	52	2385	3	11	2753	2	4	2954	2	53	3061	2	9	3358	3	43	4129	3	30	5047	3	29	3122	3	10	4813	1	15	38061	2	44	19974	3	42	3640	1	1	7639	2	31	5341	4	36	2922	3	8	5746	4	54	3484	3	21	1937	3	49	2033	2	55	2839	3	18	5527	3	28	7260	3	23	4993	3	41	2405	4	24	3723	3	20	3155	2	2	5063	1	37	3413	4	46	1906	3	3	2769	2	7	4642	4	45	7914	2	16	3111	4	6	2805	2	38	3975	3	50	2188	4	5	3773	2	48	4777	2	40	2284	1	61	2636	1	57	5969	1	58	7558	2	62	3157	1	60	5749	1	59	2417	US	117	298	264	1	1	4	5	2	5	6	4	3	6	4	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	2	1	28	1	2	4	6	2	2	1	Accounting	2	0	2	0	0	0	1	3	0
2	18	3105	2	50	2164	3	12	4039	2	23	2391	2	29	2337	1	38	1942	2	32	2358	2	24	3172	1	36	2545	2	42	2600	2	2	5820	2	6	3695	2	41	2165	3	39	4822	3	56	3054	3	48	3642	3	44	6192	3	4	3202	3	15	5742	3	7	3300	3	17	3159	2	14	3487	2	54	3592	2	52	2639	3	5	3066	3	37	3514	2	40	3310	3	21	4032	1	3	4113	2	31	3430	2	30	3051	3	35	2971	3	22	2631	2	55	3222	3	19	2758	2	47	2263	2	25	3425	2	26	6320	3	43	3278	3	27	4736	2	11	5084	2	13	6443	2	8	5265	2	20	3154	3	34	4895	3	33	4341	2	53	2489	4	1	6421	3	46	3487	2	51	1996	3	49	2411	3	28	3448	2	9	2521	3	10	3874	3	16	5175	2	45	1819	2	60	2373	1	61	4622	1	59	8151	1	57	5288	1	62	3051	1	58	5349	IN	8	230	197	1	1	1	3	3	3	1	3	4	3	3	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	4	3	2	2	38	1	0	1	1	1	2	0	Psychology	0	0	0	0	0	0	0	0	0
4	55	3143	3	52	1829	3	27	2892	3	30	1860	2	1	3521	3	43	1877	3	8	1876	2	38	3566	3	40	2565	3	23	3192	1	12	3597	2	31	4723	2	36	2497	4	20	3518	3	53	8508	2	35	3113	2	44	6521	1	19	2393	1	5	2315	1	54	2596	1	50	2612	1	41	2731	3	21	3425	4	32	2847	1	28	2377	3	7	6037	1	14	2862	2	11	3133	2	4	4519	3	15	2736	4	42	4144	3	47	2221	3	24	3861	3	33	3159	3	2	3159	3	17	2517	3	18	2392	3	39	5394	1	16	5021	3	48	3596	3	26	1720	3	25	3330	2	45	3487	2	22	6803	2	51	3534	4	3	2456	3	34	1782	3	6	3096	3	29	4519	2	10	3206	3	46	3143	2	13	3941	3	49	1532	2	9	5661	3	37	4738	2	56	2721	2	61	4473	2	57	4582	1	59	11323	2	58	4253	2	62	5109	1	60	2095	DK	16	222	169	1	2	2	6	2	3	6	2	5	6	3	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	1	1	2	36	1	1	1	6	2	2	3	History	2	0	0	0	0	0	2	0	0
